response_time	button_press	stim_file
0.778	3	f056.bmp
0.963	1	f126.bmp
1.301	3	f139.bmp
3.713	1	f105.bmp
1.08	1	f077.bmp
0.661	3	f057.bmp
0.716	1	f030.bmp
4.313	3	f063.bmp
2.774	2	f084.bmp
11.019	1	f085.bmp
2.255	1	f145.bmp
3.33	1	u062.bmp
0.801	3	f119.bmp
0.786	1	u028.bmp
0.867	3	f113.bmp
1.433	3	f089.bmp
1.4	1	f071.bmp
0.608	1	u129.bmp
3.68	2	f140.bmp
3.337	3	f109.bmp
0.823	1	u051.bmp
0.951	1	u079.bmp
0.826	1	f023.bmp
0.858	3	f032.bmp
3.855	3	f107.bmp
0.905	1	f103.bmp
1.525	1	u040.bmp
1.224	2	f016.bmp
0.919	1	f141.bmp
2.164	3	f035.bmp
0.956	3	f020.bmp
2.326	3	f127.bmp
2.935	1	f142.bmp
0.71	3	f046.bmp
0.818	1	u017.bmp
2.084	1	f149.bmp
2.471	3	f003.bmp
1.683	2	u048.bmp
3.655	2	f120.bmp
1.128	1	u074.bmp
1.403	1	u050.bmp
1.235	1	f095.bmp
4.859	2	u093.bmp
1.849	1	u082.bmp
1.262	1	u101.bmp
1.116	3	f121.bmp
1.201	1	u019.bmp
1.432	3	f134.bmp
1.942	3	u001.bmp
0.727	1	u132.bmp
1.035	1	u124.bmp
0.779	1	u044.bmp
0.797	3	f052.bmp
0.902	1	u032.bmp
1.45	1	u080.bmp
0.777	1	u143.bmp
2.498	2	f068.bmp
1.572	3	u107.bmp
1.212	3	f009.bmp
0.932	1	u110.bmp
0.791	3	f110.bmp
2.544	2	u027.bmp
0.952	1	u069.bmp
0.795	1	u135.bmp
1.653	1	f031.bmp
1.026	1	u045.bmp
2.634	2	u115.bmp
0.918	3	f040.bmp
0.858	3	f098.bmp
1.257	1	u064.bmp
1.551	3	f072.bmp
2.857	3	f059.bmp
0.715	3	f022.bmp
0.831	1	u100.bmp
0.751	1	u131.bmp
1.019	1	f094.bmp
0.739	3	f044.bmp
0.75	1	u025.bmp
0.913	1	u005.bmp
0.782	1	f132.bmp
0.648	3	f018.bmp
1.224	1	u127.bmp
0.703	3	f004.bmp
2.821	2	u094.bmp
1.008	1	u012.bmp
0.736	3	f070.bmp
1.38	1	u031.bmp
0.917	1	u078.bmp
0.618	1	f093.bmp
0.683	1	u096.bmp
0.842	1	u036.bmp
0.641	3	f014.bmp
2.153	1	f111.bmp
0.634	3	f066.bmp
1.106	1	u034.bmp
0.814	1	u139.bmp
1.591	2	u098.bmp
2.247	1	u029.bmp
0.915	1	u058.bmp
1.263	2	f136.bmp
0.981	1	u020.bmp
0.671	1	u072.bmp
0.693	1	u030.bmp
1.522	1	u008.bmp
1.268	1	u125.bmp
0.81	1	u112.bmp
1.09	3	f099.bmp
0.719	1	u075.bmp
0.836	3	f124.bmp
0.74	3	f060.bmp
0.8	1	u061.bmp
1.441	3	f048.bmp
0.959	1	u134.bmp
2.145	1	u043.bmp
1.114	1	u137.bmp
1.375	1	f106.bmp
0.712	3	f101.bmp
0.669	3	f058.bmp
0.74	3	f088.bmp
1.208	3	f143.bmp
0.712	1	u130.bmp
0.613	1	u063.bmp
0.582	1	u147.bmp
1.401	1	f100.bmp
1.273	3	f005.bmp
1.086	1	f008.bmp
0.947	1	u122.bmp
0.934	3	f042.bmp
1.025	1	u102.bmp
0.753	1	u073.bmp
0.684	1	u077.bmp
2.29	1	f007.bmp
2.364	3	f075.bmp
1.772	1	u035.bmp
0.883	1	u054.bmp
0.617	3	f053.bmp
0.778	1	u066.bmp
