onset	duration	trial_type	response_time
1015.2289	2.9079	SGLF	1018.0347
1021.0163999999999	2.9059	PGHF	1023.8494
1026.7543	2.9079	SGLF	1029.5873
1032.5312	2.9059	SGHF	1035.3486
1038.3182	2.9079	PGLF	1041.1556
1044.0888	2.9059	PGHF	1046.9173
1049.8638666666667	2.9079	SGLF	1052.7048
1055.6591	2.9059	SGHF	1058.4837
1061.44	2.9079	PGHF	1064.2638
1067.2289	2.9059	PGLF	1070.0638
1073.0163999999999	2.9079	PGHF	1075.8206
1078.7543	2.9059	SGLF	1081.5873
1084.543	2.9079	SGHF	1087.376
1090.3306	2.9059	PGLF	1093.1556
1096.0888	2.9079	PGHF	1098.9173
1101.975	2.9059	SGLF	1104.9023
1107.8951	2.9079	SGHF	1110.7556
1113.7543	2.9059	PGLF	1116.5873
1119.5289	2.9079	PGHF	1122.3486
1125.3306	2.9059	PGHF	1128.1556
1131.0423	2.9079	SGLF	1133.8494
1136.8375	2.9059	SGHF	1139.6506
1142.6253	2.9079	PGLF	1145.4395
1148.411	2.9059	PGHF	1151.246
1154.2155	2.9079	PGHF	1157.0347
1160.0347	2.9059	SGLF	1162.8787
1165.8206	2.9079	SGHF	1168.6506
1171.606	2.9059	PGLF	1174.4395
1177.3951	2.9079	PGHF	1180.2048
1183.182	2.9059	SGLF	1185.9688
1188.9602	2.9079	PGHF	1191.8173
1194.7543	2.9059	SGLF	1197.5873
1200.543	2.9079	PGHF	1203.376
1206.3306	2.9059	SGLF	1209.1556
1212.064	2.9079	SGHF	1214.9242
1217.8951	2.9059	PGLF	1220.7556
1223.6888	2.9079	PGHF	1226.506
1229.475	2.9059	SGLF	1232.3126
1235.2535	2.9079	SGHF	1238.0895
1241.0423	2.9059	PGLF	1243.8688
1246.8504	2.9079	PGHF	1249.6837
1252.6395	2.9059	SGLF	1255.4395
1258.4206	2.9079	SGHF	1261.246
1264.2155	2.9059	PGLF	1267.0638
1270.0079	2.9079	PGHF	1272.8206
1275.799	2.9059	SGLF	1278.5873
1281.579	2.9079	SGHF	1284.4088
1287.3556	2.9059	PGLF	1290.1556
1293.1189	2.9079	PGHF	1295.9688
1298.8895	2.9059	SGLF	1301.714
1304.6591	2.9079	SGHF	1307.4837
1310.4325	2.9059	PGLF	1313.2556
1316.2088	2.9079	PGHF	1319.0347
1321.975	2.9059	SGLF	1324.7556
1327.7299	2.9079	SGHF	1330.5573
1333.5125	2.9059	PGLF	1336.3556
1339.306	2.9079	PGHF	1342.163
1345.1059	2.9059	SGLF	1347.9242
1350.8895	2.9079	SGHF	1353.714
1356.6888	2.9059	PGLF	1359.5312
1362.475	2.9079	PGHF	1365.2638
1368.2535	2.9059	PGHF	1371.0638
1374.0423	2.9079	SGLF	1376.8494
1379.8375	2.9059	PGHF	1382.6506
1385.6253	2.9079	SGLF	1388.4557
1391.3868	2.9059	PGLF	1394.2556
1397.199	2.9079	PGHF	1400.0347
1403.0163999999999	2.9059	SGLF	1405.8206
1408.8079	2.9079	PGHF	1411.6385
1414.591	2.9059	SGLF	1417.3951
1420.3755	2.9079	PGHF	1423.2048
1426.163	2.9059	SGLF	1428.9999
1431.9567	2.9079	SGHF	1434.7812
1437.7543	2.9059	PGLF	1440.5873
1443.5125	2.9079	PGHF	1446.3556
1449.306	2.9059	SGLF	1452.14
1455.0888	2.9079	SGHF	1457.9242
1460.8755	2.9059	PGLF	1463.714
1466.6888	2.9079	PGHF	1469.5312
1472.5028	2.9059	SGLF	1475.3126
1478.2925	2.9079	SGHF	1481.129
1484.0888	2.9059	PGLF	1486.8787
1489.8755	2.9079	PGHF	1492.7048
1495.645	2.9059	SGLF	1498.4837
1501.44	2.9079	SGHF	1504.2638
1507.2289	2.9059	PGLF	1510.0347
1513.0163999999999	2.9079	PGHF	1515.8206
1518.7543	2.9059	SGLF	1521.5873
1524.543	2.9079	PGHF	1527.3486
1530.3182	2.9059	SGLF	1533.1556
1536.0888	2.9079	SGHF	1538.9173
1541.8504	2.9059	PGLF	1544.6837
1547.6591	2.9079	PGHF	1550.4837
1553.4325	2.9059	SGLF	1556.2638
1559.2289	2.9079	PGHF	1562.0347
1565.0163999999999	2.9059	SGLF	1567.8206
1570.799	2.9079	SGHF	1573.6109
1576.5875	2.9059	PGLF	1579.376
1582.3556	2.9079	PGHF	1585.1556
1588.1063	2.9059	SGLF	1590.9325
1593.8895	2.9079	SGHF	1596.714
1599.6888	2.9059	PGLF	1602.4837
1605.475	2.9079	PGHF	1608.2638
1611.2289	2.9059	SGLF	1614.0347
1616.994	2.9079	PGHF	1619.8173
1622.7812	2.9059	PGLF	1625.5312
1628.543	2.9079	SGLF	1631.3556
1634.3297	2.9059	PGHF	1637.14
1640.0888	2.9079	SGLF	1642.9242
1645.8951	2.9059	PGHF	1648.6506
1651.6591	2.9079	SGLF	1654.4837
1657.4325	2.9059	SGHF	1660.2638
1663.2289	2.9079	PGLF	1666.0347
1669.0163999999999	2.9059	PGHF	1671.8494
1674.7543	2.9079	PGHF	1677.5873
1680.543	2.9059	SGLF	1683.38
1686.3306	2.9079	PGHF	1689.1556
1692.064	2.9059	SGLF	1694.9242
1697.8755	2.9079	SGHF	1700.7048
1703.6591	2.9059	PGLF	1706.506
1709.4325	2.9079	PGHF	1712.2556
1715.2289	2.9059	SGLF	1718.0347
1721.0163999999999	2.9079	SGHF	1723.8494
1726.7543	2.9059	PGLF	1729.5873
1732.5312	2.9079	PGHF	1735.3486
1738.3182	2.9059	SGLF	1741.1556
1744.0888	2.9079	SGHF	1746.9173
1749.8755	2.9059	PGLF	1752.7048
1755.6591	2.9079	PGHF	1758.4837
1761.44	2.9059	SGLF	1764.2638
1767.2289	2.9079	PGHF	1770.0347
1773.0163999999999	2.9059	SGLF	1775.8206
1778.799	2.9079	SGHF	1781.6109
1784.543	2.9059	PGLF	1787.376
1790.3306	2.9079	PGHF	1793.1556
1796.1189	2.9059	SGLF	1798.9242
1801.8951	2.9079	SGHF	1804.7048
1807.6591	2.9059	PGLF	1810.4837
1813.4325	2.9079	PGHF	1816.246
1819.2289	2.9059	SGLF	1822.0347
1825.0163999999999	2.9079	SGHF	1827.8494
1830.799	2.9059	PGLF	1833.5125
1836.5875	2.9079	PGHF	1839.376
1842.3486	2.9059	SGLF	1845.2638
1848.2535	2.9079	SGHF	1851.0638
1854.0163999999999	2.9059	PGLF	1856.8787
1859.8375	2.9079	PGHF	1862.6506
1865.6253	2.9059	SGLF	1868.4557
1871.3951	2.9079	SGHF	1874.246
1877.199	2.9059	PGLF	1880.0347
1882.9888	2.9079	PGHF	1885.8173
1888.8895	2.9059	SGLF	1891.714
1894.7543	2.9079	SGHF	1897.5873
1900.543	2.9059	PGLF	1903.376
1906.3306	2.9079	PGHF	1909.1556
1912.064	2.9059	SGLF	1914.9242
1917.8755	2.9079	PGHF	1920.7048
1923.6591	2.9059	SGLF	1926.4837
1929.4325	2.9079	PGHF	1932.2556
1935.2289	2.9059	SGLF	1938.0347
1941.0163999999999	2.9079	SGHF	1943.8494
1946.7543	2.9059	PGLF	1949.5873
1952.5312	2.9079	PGHF	1955.3486
1958.3182	2.9059	SGLF	1961.1556
1964.0888	2.9079	SGHF	1966.9173
1969.8755	2.9059	PGLF	1972.7048
1975.6591	2.9079	PGHF	1978.4837
1981.44	2.9059	SGLF	1984.2638
1987.2289	2.9079	PGHF	1990.0347
1993.0163999999999	2.9059	SGLF	1995.8206
1998.799	2.9079	SGHF	2001.6109
2004.543	2.9059	PGLF	2007.376
2010.3306	2.9079	PGHF	2013.1556
2016.1189	2.9059	SGLF	2018.9242
2021.8951	2.9079	SGHF	2024.7048
2027.6591	2.9059	PGLF	2030.4837
2033.4325	2.9079	PGHF	2036.246
2039.2289	2.9059	SGLF	2042.0347
2045.0163999999999	2.9079	SGHF	2047.8494
2050.799	2.9059	PGLF	2053.5937
2056.5875	2.9079	PGHF	2059.376
2062.3486	2.9059	PGHF	2065.1556
2068.125	2.9079	SGLF	2070.9688
2073.8895	2.9059	SGHF	2076.714
2079.6591	2.9079	PGLF	2082.4837
2085.4325	2.9059	PGHF	2088.2638
2091.2289	2.9079	SGLF	2094.0347
2097.0163999999999	2.9059	SGHF	2099.8494
2102.7543	2.9079	PGLF	2105.5873
2108.543	2.9059	PGHF	2111.3556
2114.3297	2.9079	SGLF	2117.14
2120.0888	2.9059	PGHF	2122.8951
2125.8755	2.9079	SGLF	2128.7048
2131.6591	2.9059	PGHF	2134.4837
2137.4325	2.9079	SGLF	2140.2638
2143.2289	2.9059	SGHF	2146.0347
2149.0163999999999	2.9079	PGLF	2151.8494
2154.7543	2.9059	PGHF	2157.5873
2160.543	2.9079	SGLF	2163.376
2166.3306	2.9059	SGHF	2169.1556
2172.064	2.9079	PGLF	2174.8895
2177.8494	2.9059	PGHF	2180.6506
2183.6591	2.9079	SGLF	2186.4837
2189.4325	2.9059	PGHF	2192.2556
2195.2289	2.9079	SGLF	2198.0347
2201.0163999999999	2.9059	SGHF	2203.8494
2206.7543	2.9079	PGLF	2209.5873
2212.5312	2.9059	PGHF	2215.3486
2218.3182	2.9079	SGLF	2221.1556
2224.0888	2.9059	SGHF	2226.9173
2229.8755	2.9079	PGLF	2232.7048
2235.6591	2.9059	PGHF	2238.4837
2241.44	2.9079	SGLF	2244.2638
2247.2289	2.9059	SGHF	2250.0347
2253.0163999999999	2.9079	PGLF	2255.8206
2258.7543	2.9059	PGHF	2261.5873
2264.543	2.9079	SGLF	2267.3486
2270.3306	2.9059	SGHF	2273.1556
2276.0888	2.9079	PGLF	2278.9173
2281.8755	2.9059	PGHF	2284.6837
2287.6591	2.9079	SGLF	2290.4837
2293.4325	2.9059	SGHF	2296.2638
2299.2289	2.9079	PGLF	2302.0347
2305.0163999999999	2.9059	PGHF	2307.8206
2310.799	2.9079	SGLF	2313.6109
2316.5875	2.9059	PGHF	2319.376
2322.3486	2.9079	SGLF	2325.1556
2328.0888	2.9059	PGHF	2330.8895
2333.8895	2.9079	PGHF	2336.714
2339.6591	2.9059	SGLF	2342.4837
2345.4325	2.9079	SGHF	2348.2638
2351.2289	2.9059	PGLF	2354.0347
2357.0163999999999	2.9079	PGHF	2359.8494
2362.7543	2.9059	SGLF	2365.5873
2368.543	2.9079	PGHF	2371.3556
2374.3297	2.9059	SGLF	2377.14
2380.0888	2.9079	SGHF	2382.8951
2385.8755	2.9059	PGLF	2388.714
2391.6591	2.9079	PGHF	2394.4837
2397.4325	2.9059	SGLF	2400.2638
2403.2289	2.9079	SGHF	2406.0347
2409.0163999999999	2.9059	PGLF	2411.8494
2414.7543	2.9079	PGHF	2417.5873
2420.543	2.9059	SGLF	2423.376
2426.3306	2.9079	SGHF	2429.1556
2432.064	2.9059	PGLF	2434.8895
2438.025	2.9079	PGHF	2440.8206
2443.7543	2.9059	SGLF	2446.5873
2449.5289	2.9079	PGHF	2452.3486
2455.3306	2.9059	SGLF	2458.1556
2461.1189	2.9079	SGHF	2463.9556
2466.8895	2.9059	PGLF	2469.714
2472.6591	2.9079	PGHF	2475.4837
2478.4325	2.9059	SGLF	2481.2638
2484.2289	2.9079	SGHF	2487.0347
2490.0163999999999	2.9059	PGLF	2492.8206
2495.7543	2.9079	PGHF	2498.5873
2501.543	2.9059	SGLF	2504.376
2507.3306	2.9079	PGHF	2510.1556
2513.064	2.9059	SGLF	2515.8787
2518.8895	2.9079	SGHF	2521.714
2524.6591	2.9059	PGLF	2527.4837
2530.4325	2.9079	PGHF	2533.2556
2536.2289	2.9059	SGLF	2539.0347
2542.0163999999999	2.9079	PGHF	2544.8494
2547.7543	2.9059	PGLF	2550.5873
2553.543	2.9079	SGLF	2556.3556
2559.3297	2.9059	PGHF	2562.14
2565.0888	2.9079	SGLF	2567.9242
