name	type	units	sampling_frequency	tracked_point	component
rTh3_POS_y	POS	m	199.894291754757	rTh3	y
rTh3_POS_z	POS	m	199.894291754757	rTh3	z
rTh4_POS_x	POS	m	199.894291754757	rTh4	x
rTh4_POS_y	POS	m	199.894291754757	rTh4	y
rTh4_POS_z	POS	m	199.894291754757	rTh4	z
lAsis_POS_x	POS	m	199.894291754757	lAsis	x
lAsis_POS_y	POS	m	199.894291754757	lAsis	y
lAsis_POS_z	POS	m	199.894291754757	lAsis	z
rAsis_POS_x	POS	m	199.894291754757	rAsis	x
rAsis_POS_y	POS	m	199.894291754757	rAsis	y
rAsis_POS_z	POS	m	199.894291754757	rAsis	z
lPsis_POS_x	POS	m	199.894291754757	lPsis	x
lPsis_POS_y	POS	m	199.894291754757	lPsis	y
lPsis_POS_z	POS	m	199.894291754757	lPsis	z
rPsis_POS_x	POS	m	199.894291754757	rPsis	x
rPsis_POS_y	POS	m	199.894291754757	rPsis	y
rPsis_POS_z	POS	m	199.894291754757	rPsis	z
mSter1_POS_x	POS	m	199.894291754757	mSter1	x
mSter1_POS_y	POS	m	199.894291754757	mSter1	y
mSter1_POS_z	POS	m	199.894291754757	mSter1	z
mSter2_POS_x	POS	m	199.894291754757	mSter2	x
mSter2_POS_y	POS	m	199.894291754757	mSter2	y
mSter2_POS_z	POS	m	199.894291754757	mSter2	z
mSter3_POS_x	POS	m	199.894291754757	mSter3	x
mSter3_POS_y	POS	m	199.894291754757	mSter3	y
mSter3_POS_z	POS	m	199.894291754757	mSter3	z
lSho_POS_x	POS	m	199.894291754757	lSho	x
lSho_POS_y	POS	m	199.894291754757	lSho	y
lSho_POS_z	POS	m	199.894291754757	lSho	z
lUa_POS_x	POS	m	199.894291754757	lUa	x
lUa_POS_y	POS	m	199.894291754757	lUa	y
lUa_POS_z	POS	m	199.894291754757	lUa	z
lElbl_POS_x	POS	m	199.894291754757	lElbl	x
lElbl_POS_y	POS	m	199.894291754757	lElbl	y
lElbl_POS_z	POS	m	199.894291754757	lElbl	z
lFrm_POS_x	POS	m	199.894291754757	lFrm	x
lFrm_POS_y	POS	m	199.894291754757	lFrm	y
lFrm_POS_z	POS	m	199.894291754757	lFrm	z
lWrr_POS_x	POS	m	199.894291754757	lWrr	x
lWrr_POS_y	POS	m	199.894291754757	lWrr	y
lWrr_POS_z	POS	m	199.894291754757	lWrr	z
lWru_POS_x	POS	m	199.894291754757	lWru	x
lWru_POS_y	POS	m	199.894291754757	lWru	y
lWru_POS_z	POS	m	199.894291754757	lWru	z
lHand_POS_x	POS	m	199.894291754757	lHand	x
lHand_POS_y	POS	m	199.894291754757	lHand	y
lHand_POS_z	POS	m	199.894291754757	lHand	z
rSho_POS_x	POS	m	199.894291754757	rSho	x
rSho_POS_y	POS	m	199.894291754757	rSho	y
rSho_POS_z	POS	m	199.894291754757	rSho	z
rUa_POS_x	POS	m	199.894291754757	rUa	x
rUa_POS_y	POS	m	199.894291754757	rUa	y
rUa_POS_z	POS	m	199.894291754757	rUa	z
rElbl_POS_x	POS	m	199.894291754757	rElbl	x
rElbl_POS_y	POS	m	199.894291754757	rElbl	y
rElbl_POS_z	POS	m	199.894291754757	rElbl	z
rFrm_POS_x	POS	m	199.894291754757	rFrm	x
rFrm_POS_y	POS	m	199.894291754757	rFrm	y
rFrm_POS_z	POS	m	199.894291754757	rFrm	z
rWrr_POS_x	POS	m	199.894291754757	rWrr	x
rWrr_POS_y	POS	m	199.894291754757	rWrr	y
rWrr_POS_z	POS	m	199.894291754757	rWrr	z
rWru_POS_x	POS	m	199.894291754757	rWru	x
rWru_POS_y	POS	m	199.894291754757	rWru	y
rWru_POS_z	POS	m	199.894291754757	rWru	z
rHand_POS_x	POS	m	199.894291754757	rHand	x
rHand_POS_y	POS	m	199.894291754757	rHand	y
rHand_POS_z	POS	m	199.894291754757	rHand	z
lfHd_POS_x	POS	m	199.894291754757	lfHd	x
lfHd_POS_y	POS	m	199.894291754757	lfHd	y
lfHd_POS_z	POS	m	199.894291754757	lfHd	z
rfHd_POS_x	POS	m	199.894291754757	rfHd	x
rfHd_POS_y	POS	m	199.894291754757	rfHd	y
rfHd_POS_z	POS	m	199.894291754757	rfHd	z
lbHd_POS_x	POS	m	199.894291754757	lbHd	x
lbHd_POS_y	POS	m	199.894291754757	lbHd	y
lbHd_POS_z	POS	m	199.894291754757	lbHd	z
rbHd_POS_x	POS	m	199.894291754757	rbHd	x
rbHd_POS_y	POS	m	199.894291754757	rbHd	y
rbHd_POS_z	POS	m	199.894291754757	rbHd	z
obst1_POS_x	POS	m	199.894291754757	obst1	x
obst1_POS_y	POS	m	199.894291754757	obst1	y
obst1_POS_z	POS	m	199.894291754757	obst1	z
obst2_POS_x	POS	m	199.894291754757	obst2	x
obst2_POS_y	POS	m	199.894291754757	obst2	y
obst2_POS_z	POS	m	199.894291754757	obst2	z
start1_POS_x	POS	m	199.894291754757	start1	x
start1_POS_y	POS	m	199.894291754757	start1	y
start1_POS_z	POS	m	199.894291754757	start1	z
start2_POS_x	POS	m	199.894291754757	start2	x
start2_POS_y	POS	m	199.894291754757	start2	y
start2_POS_z	POS	m	199.894291754757	start2	z
end1_POS_x	POS	m	199.894291754757	end1	x
end1_POS_y	POS	m	199.894291754757	end1	y
end1_POS_z	POS	m	199.894291754757	end1	z
end2_POS_x	POS	m	199.894291754757	end2	x
end2_POS_y	POS	m	199.894291754757	end2	y
end2_POS_z	POS	m	199.894291754757	end2	z
