name	type	description	sampling_frequency	high_cutoff	low_cutoff	notch	software_filters	status
MEG0333	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0332	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0331	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0343	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0342	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0341	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0413	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0412	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0411	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0422	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0423	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0421	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0432	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0433	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0431	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0443	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0442	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0441	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0513	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0512	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0511	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0523	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0522	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0521	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0532	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0533	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0531	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0542	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0543	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0541	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0613	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0612	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0611	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0622	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0623	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0621	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0633	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0632	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0631	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0642	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0643	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0641	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0713	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0712	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0711	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0723	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0722	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0721	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0733	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0732	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0731	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0743	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0742	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0741	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0813	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0812	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0811	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0822	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0823	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0821	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0913	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0912	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0911	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0923	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0922	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0921	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0932	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0933	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0931	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG0942	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0943	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG0941	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1013	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1012	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1011	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1023	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1022	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1021	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1032	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1033	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1031	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1043	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1042	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1041	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1112	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1113	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1111	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1123	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1122	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1121	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1133	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1132	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1131	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1142	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1143	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1141	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1213	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1212	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1211	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1223	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1222	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1221	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1232	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1233	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1231	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1243	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1242	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1241	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1312	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1313	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1311	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1323	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1322	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1321	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1333	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1332	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1331	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1342	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1343	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1341	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1412	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1413	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1411	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1423	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1422	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1421	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1433	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1432	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1431	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1442	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1443	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1441	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1512	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1513	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1511	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1522	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1523	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1521	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1533	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1532	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1531	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1543	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1542	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1541	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1613	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1612	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1611	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1622	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1623	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1621	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1632	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1633	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1631	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1643	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1642	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1641	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1713	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1712	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1711	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1722	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1723	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1721	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1732	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1733	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1731	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1743	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1742	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1741	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1813	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1812	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1811	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1822	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1823	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1821	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1832	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1833	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1831	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1843	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1842	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1841	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1912	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1913	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1911	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1923	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1922	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1921	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1932	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1933	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1931	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG1943	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1942	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG1941	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2013	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2012	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2011	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2023	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2022	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2021	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2032	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2033	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2031	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2042	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2043	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2041	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2113	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2112	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2111	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2122	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2123	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2121	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2133	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2132	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2131	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2143	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2142	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2141	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2212	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2213	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2211	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2223	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2222	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2221	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2233	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2232	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2231	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2242	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2243	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2241	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2312	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2313	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2311	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2323	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2322	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2321	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2332	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2333	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2331	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2343	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2342	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2341	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2412	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2413	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2411	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2423	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2422	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2421	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2433	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2432	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2431	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2442	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2443	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2441	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2512	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2513	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2511	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2522	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2523	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2521	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2533	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2532	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2531	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2543	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2542	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2541	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2612	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2613	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2611	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2623	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2622	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2621	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2633	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2632	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2631	MEGMAG	magnetometer	1100	350	0	0	SSS	good
MEG2642	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2643	MEGGRAD	magnetometer gradiometer	1100	350	0	0	SSS	good
MEG2641	MEGMAG	magnetometer	1100	350	0	0	SSS	good
EEG001	EEG	eeg channel	1100	350	0	0	none	good
EEG002	EEG	eeg channel	1100	350	0	0	none	bad
EEG003	EEG	eeg channel	1100	350	0	0	none	good
EEG004	EEG	eeg channel	1100	350	0	0	none	bad
EEG005	EEG	eeg channel	1100	350	0	0	none	good
EEG006	EEG	eeg channel	1100	350	0	0	none	good
EEG007	EEG	eeg channel	1100	350	0	0	none	good
EEG008	EEG	eeg channel	1100	350	0	0	none	bad
EEG009	EEG	eeg channel	1100	350	0	0	none	good
EEG010	EEG	eeg channel	1100	350	0	0	none	good
EEG011	EEG	eeg channel	1100	350	0	0	none	good
EEG012	EEG	eeg channel	1100	350	0	0	none	good
EEG013	EEG	eeg channel	1100	350	0	0	none	good
EEG014	EEG	eeg channel	1100	350	0	0	none	good
EEG015	EEG	eeg channel	1100	350	0	0	none	good
EEG016	EEG	eeg channel	1100	350	0	0	none	good
EEG017	EEG	eeg channel	1100	350	0	0	none	good
EEG018	EEG	eeg channel	1100	350	0	0	none	good
EEG019	EEG	eeg channel	1100	350	0	0	none	good
EEG020	EEG	eeg channel	1100	350	0	0	none	good
EEG021	EEG	eeg channel	1100	350	0	0	none	good
EEG022	EEG	eeg channel	1100	350	0	0	none	good
EEG023	EEG	eeg channel	1100	350	0	0	none	good
EEG024	EEG	eeg channel	1100	350	0	0	none	good
EEG025	EEG	eeg channel	1100	350	0	0	none	good
EEG026	EEG	eeg channel	1100	350	0	0	none	good
EEG027	EEG	eeg channel	1100	350	0	0	none	good
EEG028	EEG	eeg channel	1100	350	0	0	none	good
EEG029	EEG	eeg channel	1100	350	0	0	none	good
EEG030	EEG	eeg channel	1100	350	0	0	none	good
EEG031	EEG	eeg channel	1100	350	0	0	none	good
EEG032	EEG	eeg channel	1100	350	0	0	none	good
EEG033	EEG	eeg channel	1100	350	0	0	none	good
EEG034	EEG	eeg channel	1100	350	0	0	none	good
EEG035	EEG	eeg channel	1100	350	0	0	none	good
EEG036	EEG	eeg channel	1100	350	0	0	none	good
EEG037	EEG	eeg channel	1100	350	0	0	none	good
EEG038	EEG	eeg channel	1100	350	0	0	none	good
EEG039	EEG	eeg channel	1100	350	0	0	none	good
EEG040	EEG	eeg channel	1100	350	0	0	none	good
EEG041	EEG	eeg channel	1100	350	0	0	none	good
EEG042	EEG	eeg channel	1100	350	0	0	none	good
EEG043	EEG	eeg channel	1100	350	0	0	none	good
EEG044	EEG	eeg channel	1100	350	0	0	none	good
EEG045	EEG	eeg channel	1100	350	0	0	none	good
EEG046	EEG	eeg channel	1100	350	0	0	none	good
EEG047	EEG	eeg channel	1100	350	0	0	none	good
EEG048	EEG	eeg channel	1100	350	0	0	none	good
EEG049	EEG	eeg channel	1100	350	0	0	none	good
EEG050	EEG	eeg channel	1100	350	0	0	none	good
EEG051	EEG	eeg channel	1100	350	0	0	none	good
EEG052	EEG	eeg channel	1100	350	0	0	none	good
EEG053	EEG	eeg channel	1100	350	0	0	none	good
EEG054	EEG	eeg channel	1100	350	0	0	none	good
EEG055	EEG	eeg channel	1100	350	0	0	none	good
EEG056	EEG	eeg channel	1100	350	0	0	none	good
EEG057	EEG	eeg channel	1100	350	0	0	none	good
EEG058	EEG	eeg channel	1100	350	0	0	none	good
EEG059	EEG	eeg channel	1100	350	0	0	none	good
EEG060	EEG	eeg channel	1100	350	0	0	none	good
EEG061	HEOG	horizontal eog	1100	350	0	0	none	good
EEG062	VEOG	vertical eog	1100	350	0	0	none	good
EEG063	ECG	cardiac	1100	350	0	0	none	good
EEG064	MISC	unused	1100	350	0	0	none	good
EEG065	EEG	eeg channel	1100	350	0	0	none	good
EEG066	EEG	eeg channel	1100	350	0	0	none	good
EEG067	EEG	eeg channel	1100	350	0	0	none	good
EEG068	EEG	eeg channel	1100	350	0	0	none	good
EEG069	EEG	eeg channel	1100	350	0	0	none	good
EEG070	EEG	eeg channel	1100	350	0	0	none	good
EEG071	EEG	eeg channel	1100	350	0	0	none	good
EEG072	EEG	eeg channel	1100	350	0	0	none	good
EEG073	EEG	eeg channel	1100	350	0	0	none	good
EEG074	EEG	eeg channel	1100	350	0	0	none	good
STI101	TRIG	digital trigger	1100	Inf	0	0	none	good
STI201	TRIG	other trigger	1100	Inf	0	0	none	good
STI301	TRIG	other trigger	1100	Inf	0	0	none	good
MISC201	MISC	n/a	1100	Inf	0	0	none	good
MISC202	MISC	n/a	1100	Inf	0	0	none	good
MISC203	MISC	n/a	1100	Inf	0	0	none	good
MISC204	MISC	n/a	1100	Inf	0	0	none	good
