name	x	y	z	size	hemisphere	group	type	manufacturer
b'12	-61	-15	-22	5	L	b'	depth	DIXI
c'1	-25	-37	-5.4	5	L	c'	depth	DIXI
c'2	-28	-37	-5.5	5	L	c'	depth	DIXI
c'3	-32	-37	-5.7	5	L	c'	depth	DIXI
c'9	-55	-36	-6.7	5	L	c'	depth	DIXI
c'10	-59	-36	-6.8	5	L	c'	depth	DIXI
c'11	-62	-36	-7.1	5	L	c'	depth	DIXI
c'12	-66	-36	-7.4	5	L	c'	depth	DIXI
d'7	-51	-46	3.1	5	L	d'	depth	DIXI
d'8	-55	-46	3	5	L	d'	depth	DIXI
d'9	-59	-46	2.9	5	L	d'	depth	DIXI
d'10	-62	-46	2.8	5	L	d'	depth	DIXI
d'11	-65	-46	2.6	5	L	d'	depth	DIXI
x'1	-0.73	-66	36	5	L	x'	depth	DIXI
x'2	-4.3	-66	36	5	L	x'	depth	DIXI
x'3	-8.7	-66	36	5	L	x'	depth	DIXI
x'6	-20	-66	36	5	L	x'	depth	DIXI
x'7	-24	-65	35	5	L	x'	depth	DIXI
x'8	-28	-65	35	5	L	x'	depth	DIXI
x'9	-32	-65	35	5	L	x'	depth	DIXI
x'12	-44	-64	34	5	L	x'	depth	DIXI
x'13	-47	-64	34	5	L	x'	depth	DIXI
x'14	-51	-64	34	5	L	x'	depth	DIXI
e'1	-20	-33	-15	5	L	e'	depth	DIXI
e'2	-23	-33	-15	5	L	e'	depth	DIXI
e'3	-28	-33	-15	5	L	e'	depth	DIXI
e'4	-32	-32	-15	5	L	e'	depth	DIXI
e'5	-35	-32	-15	5	L	e'	depth	DIXI
e'8	-47	-32	-16	5	L	e'	depth	DIXI
e'9	-50	-32	-16	5	L	e'	depth	DIXI
e'10	-54	-31	-16	5	L	e'	depth	DIXI
e'11	-57	-31	-16	5	L	e'	depth	DIXI
l'1	-19	-51	-13	5	L	l'	depth	DIXI
l'2	-23	-51	-13	5	L	l'	depth	DIXI
l'3	-27	-51	-13	5	L	l'	depth	DIXI
l'4	-31	-51	-14	5	L	l'	depth	DIXI
l'5	-35	-51	-14	5	L	l'	depth	DIXI
l'6	-39	-51	-14	5	L	l'	depth	DIXI
l'7	-43	-51	-15	5	L	l'	depth	DIXI
l'8	-46	-51	-15	5	L	l'	depth	DIXI
l'9	-50	-51	-15	5	L	l'	depth	DIXI
f'1	-15	-59	-4.9	5	L	f'	depth	DIXI
f'2	-18	-58	-5.3	5	L	f'	depth	DIXI
f'3	-22	-58	-5.5	5	L	f'	depth	DIXI
f'4	-26	-57	-5.8	5	L	f'	depth	DIXI
f'8	-42	-55	-7	5	L	f'	depth	DIXI
f'9	-46	-55	-7.2	5	L	f'	depth	DIXI
f'10	-50	-54	-7.4	5	L	f'	depth	DIXI
f'11	-53	-54	-7.6	5	L	f'	depth	DIXI
f'12	-57	-53	-8	5	L	f'	depth	DIXI
g'1	-14	-70	-8.1	5	L	g'	depth	DIXI
g'2	-18	-70	-8.3	5	L	g'	depth	DIXI
g'3	-22	-70	-8.4	5	L	g'	depth	DIXI
g'4	-26	-70	-8.5	5	L	g'	depth	DIXI
g'5	-30	-69	-8.7	5	L	g'	depth	DIXI
g'6	-34	-69	-8.8	5	L	g'	depth	DIXI
g'7	-37	-69	-9.1	5	L	g'	depth	DIXI
g'8	-41	-68	-9.4	5	L	g'	depth	DIXI
g'9	-45	-68	-9.5	5	L	g'	depth	DIXI
g'10	-49	-68	-9.7	5	L	g'	depth	DIXI
g'11	-52	-68	-9.7	5	L	g'	depth	DIXI
g'12	-56	-67	-10	5	L	g'	depth	DIXI
o'1	-2.3	-77	5	5	L	o'	depth	DIXI
o'2	-5.7	-77	4.8	5	L	o'	depth	DIXI
o'5	-18	-77	4.7	5	L	o'	depth	DIXI
o'6	-22	-77	4.7	5	L	o'	depth	DIXI
o'10	-37	-76	4.4	5	L	o'	depth	DIXI
o'11	-41	-76	4.2	5	L	o'	depth	DIXI
o'12	-45	-75	4	5	L	o'	depth	DIXI
s'1	-2.6	-70	15	5	L	s'	depth	DIXI
s'2	-6.3	-70	15	5	L	s'	depth	DIXI
s'3	-11	-70	15	5	L	s'	depth	DIXI
s'10	-38	-69	15	5	L	s'	depth	DIXI
s'11	-42	-69	15	5	L	s'	depth	DIXI
s'12	-46	-69	15	5	L	s'	depth	DIXI
