onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index
34.85	0.5	0.35	30	VERTICAL-L-R-28	sub-som682_ses-nyu3t01_task-prf_run-1.mat	28
35.7	0.5	0.35	59	DIAGONAL-RD-LU-1	sub-som682_ses-nyu3t01_task-prf_run-1.mat	29
36.55	0.5	0.35	60	DIAGONAL-RD-LU-2	sub-som682_ses-nyu3t01_task-prf_run-1.mat	30
37.4	0.5	0.35	61	DIAGONAL-RD-LU-3	sub-som682_ses-nyu3t01_task-prf_run-1.mat	31
38.25	0.5	0.35	62	DIAGONAL-RD-LU-4	sub-som682_ses-nyu3t01_task-prf_run-1.mat	32
39.1	0.5	0.35	63	DIAGONAL-RD-LU-5	sub-som682_ses-nyu3t01_task-prf_run-1.mat	33
39.95	0.5	0.35	64	DIAGONAL-RD-LU-6	sub-som682_ses-nyu3t01_task-prf_run-1.mat	34
40.8	0.5	0.35	65	DIAGONAL-RD-LU-7	sub-som682_ses-nyu3t01_task-prf_run-1.mat	35
41.65	0.5	0.35	66	DIAGONAL-RD-LU-8	sub-som682_ses-nyu3t01_task-prf_run-1.mat	36
42.5	0.5	0.35	67	DIAGONAL-RD-LU-9	sub-som682_ses-nyu3t01_task-prf_run-1.mat	37
43.35	0.5	0.35	68	DIAGONAL-RD-LU-10	sub-som682_ses-nyu3t01_task-prf_run-1.mat	38
44.2	0.5	0.35	69	DIAGONAL-RD-LU-11	sub-som682_ses-nyu3t01_task-prf_run-1.mat	39
45.05	0.5	0.35	70	DIAGONAL-RD-LU-12	sub-som682_ses-nyu3t01_task-prf_run-1.mat	40
45.9	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	41
46.75	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	42
47.6	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	43
48.45	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	44
49.3	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	45
50.15	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	46
51	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	47
51.85	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	48
52.7	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	49
53.55	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	50
54.4	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	51
55.25	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	52
56.1	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	53
56.95	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	54
57.8	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	55
58.65	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	56
59.5	0.5	0.35	31	HORIZONTAL-U-D-1	sub-som682_ses-nyu3t01_task-prf_run-1.mat	57
60.35	0.5	0.35	32	HORIZONTAL-U-D-2	sub-som682_ses-nyu3t01_task-prf_run-1.mat	58
61.2	0.5	0.35	33	HORIZONTAL-U-D-3	sub-som682_ses-nyu3t01_task-prf_run-1.mat	59
62.05	0.5	0.35	34	HORIZONTAL-U-D-4	sub-som682_ses-nyu3t01_task-prf_run-1.mat	60
62.9	0.5	0.35	35	HORIZONTAL-U-D-5	sub-som682_ses-nyu3t01_task-prf_run-1.mat	61
63.75	0.5	0.35	36	HORIZONTAL-U-D-6	sub-som682_ses-nyu3t01_task-prf_run-1.mat	62
64.6	0.5	0.35	37	HORIZONTAL-U-D-7	sub-som682_ses-nyu3t01_task-prf_run-1.mat	63
65.45	0.5	0.35	38	HORIZONTAL-U-D-8	sub-som682_ses-nyu3t01_task-prf_run-1.mat	64
66.3	0.5	0.35	39	HORIZONTAL-U-D-9	sub-som682_ses-nyu3t01_task-prf_run-1.mat	65
67.15	0.5	0.35	40	HORIZONTAL-U-D-10	sub-som682_ses-nyu3t01_task-prf_run-1.mat	66
68	0.5	0.35	41	HORIZONTAL-U-D-11	sub-som682_ses-nyu3t01_task-prf_run-1.mat	67
68.85	0.5	0.35	42	HORIZONTAL-U-D-12	sub-som682_ses-nyu3t01_task-prf_run-1.mat	68
69.7	0.5	0.35	43	HORIZONTAL-U-D-13	sub-som682_ses-nyu3t01_task-prf_run-1.mat	69
70.55	0.5	0.35	44	HORIZONTAL-U-D-14	sub-som682_ses-nyu3t01_task-prf_run-1.mat	70
71.4	0.5	0.35	45	HORIZONTAL-U-D-15	sub-som682_ses-nyu3t01_task-prf_run-1.mat	71
72.25	0.5	0.35	46	HORIZONTAL-U-D-16	sub-som682_ses-nyu3t01_task-prf_run-1.mat	72
73.1	0.5	0.35	47	HORIZONTAL-U-D-17	sub-som682_ses-nyu3t01_task-prf_run-1.mat	73
73.95	0.5	0.35	48	HORIZONTAL-U-D-18	sub-som682_ses-nyu3t01_task-prf_run-1.mat	74
74.8	0.5	0.35	49	HORIZONTAL-U-D-19	sub-som682_ses-nyu3t01_task-prf_run-1.mat	75
75.65	0.5	0.35	50	HORIZONTAL-U-D-20	sub-som682_ses-nyu3t01_task-prf_run-1.mat	76
76.5	0.5	0.35	51	HORIZONTAL-U-D-21	sub-som682_ses-nyu3t01_task-prf_run-1.mat	77
77.35	0.5	0.35	52	HORIZONTAL-U-D-22	sub-som682_ses-nyu3t01_task-prf_run-1.mat	78
78.2	0.5	0.35	53	HORIZONTAL-U-D-23	sub-som682_ses-nyu3t01_task-prf_run-1.mat	79
79.05	0.5	0.35	54	HORIZONTAL-U-D-24	sub-som682_ses-nyu3t01_task-prf_run-1.mat	80
79.9	0.5	0.35	55	HORIZONTAL-U-D-25	sub-som682_ses-nyu3t01_task-prf_run-1.mat	81
80.75	0.5	0.35	56	HORIZONTAL-U-D-26	sub-som682_ses-nyu3t01_task-prf_run-1.mat	82
81.6	0.5	0.35	57	HORIZONTAL-U-D-27	sub-som682_ses-nyu3t01_task-prf_run-1.mat	83
82.45	0.5	0.35	58	HORIZONTAL-U-D-28	sub-som682_ses-nyu3t01_task-prf_run-1.mat	84
83.3	0.5	0.35	71	DIAGONAL-LD-RU-1	sub-som682_ses-nyu3t01_task-prf_run-1.mat	85
84.15	0.5	0.35	72	DIAGONAL-LD-RU-2	sub-som682_ses-nyu3t01_task-prf_run-1.mat	86
85	0.5	0.35	73	DIAGONAL-LD-RU-3	sub-som682_ses-nyu3t01_task-prf_run-1.mat	87
85.85	0.5	0.35	74	DIAGONAL-LD-RU-4	sub-som682_ses-nyu3t01_task-prf_run-1.mat	88
86.7	0.5	0.35	75	DIAGONAL-LD-RU-5	sub-som682_ses-nyu3t01_task-prf_run-1.mat	89
87.55	0.5	0.35	76	DIAGONAL-LD-RU-6	sub-som682_ses-nyu3t01_task-prf_run-1.mat	90
88.4	0.5	0.35	77	DIAGONAL-LD-RU-7	sub-som682_ses-nyu3t01_task-prf_run-1.mat	91
89.25	0.5	0.35	78	DIAGONAL-LD-RU-8	sub-som682_ses-nyu3t01_task-prf_run-1.mat	92
90.1	0.5	0.35	79	DIAGONAL-LD-RU-9	sub-som682_ses-nyu3t01_task-prf_run-1.mat	93
90.95	0.5	0.35	80	DIAGONAL-LD-RU-10	sub-som682_ses-nyu3t01_task-prf_run-1.mat	94
91.8	0.5	0.35	81	DIAGONAL-LD-RU-11	sub-som682_ses-nyu3t01_task-prf_run-1.mat	95
92.65	0.5	0.35	82	DIAGONAL-LD-RU-12	sub-som682_ses-nyu3t01_task-prf_run-1.mat	96
93.5	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	97
94.35	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	98
95.2	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	99
96.05	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	100
96.9	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	101
97.75	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	102
98.6	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	103
99.45	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	104
100.3	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	105
101.15	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	106
102	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	107
102.85	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	108
103.7	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	109
104.55	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	110
105.4	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	111
106.25	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	112
107.1	0.5	0.35	30	VERTICAL-L-R-28	sub-som682_ses-nyu3t01_task-prf_run-1.mat	113
107.95	0.5	0.35	29	VERTICAL-L-R-27	sub-som682_ses-nyu3t01_task-prf_run-1.mat	114
108.8	0.5	0.35	28	VERTICAL-L-R-26	sub-som682_ses-nyu3t01_task-prf_run-1.mat	115
109.65	0.5	0.35	27	VERTICAL-L-R-25	sub-som682_ses-nyu3t01_task-prf_run-1.mat	116
110.5	0.5	0.35	26	VERTICAL-L-R-24	sub-som682_ses-nyu3t01_task-prf_run-1.mat	117
111.35	0.5	0.35	25	VERTICAL-L-R-23	sub-som682_ses-nyu3t01_task-prf_run-1.mat	118
112.2	0.5	0.35	24	VERTICAL-L-R-22	sub-som682_ses-nyu3t01_task-prf_run-1.mat	119
113.05	0.5	0.35	23	VERTICAL-L-R-21	sub-som682_ses-nyu3t01_task-prf_run-1.mat	120
113.9	0.5	0.35	22	VERTICAL-L-R-20	sub-som682_ses-nyu3t01_task-prf_run-1.mat	121
114.75	0.5	0.35	21	VERTICAL-L-R-19	sub-som682_ses-nyu3t01_task-prf_run-1.mat	122
115.6	0.5	0.35	20	VERTICAL-L-R-18	sub-som682_ses-nyu3t01_task-prf_run-1.mat	123
116.45	0.5	0.35	19	VERTICAL-L-R-17	sub-som682_ses-nyu3t01_task-prf_run-1.mat	124
117.3	0.5	0.35	18	VERTICAL-L-R-16	sub-som682_ses-nyu3t01_task-prf_run-1.mat	125
118.15	0.5	0.35	17	VERTICAL-L-R-15	sub-som682_ses-nyu3t01_task-prf_run-1.mat	126
119	0.5	0.35	16	VERTICAL-L-R-14	sub-som682_ses-nyu3t01_task-prf_run-1.mat	127
119.85	0.5	0.35	15	VERTICAL-L-R-13	sub-som682_ses-nyu3t01_task-prf_run-1.mat	128
120.7	0.5	0.35	14	VERTICAL-L-R-12	sub-som682_ses-nyu3t01_task-prf_run-1.mat	129
121.55	0.5	0.35	13	VERTICAL-L-R-11	sub-som682_ses-nyu3t01_task-prf_run-1.mat	130
122.4	0.5	0.35	12	VERTICAL-L-R-10	sub-som682_ses-nyu3t01_task-prf_run-1.mat	131
123.25	0.5	0.35	11	VERTICAL-L-R-9	sub-som682_ses-nyu3t01_task-prf_run-1.mat	132
124.1	0.5	0.35	10	VERTICAL-L-R-8	sub-som682_ses-nyu3t01_task-prf_run-1.mat	133
124.95	0.5	0.35	9	VERTICAL-L-R-7	sub-som682_ses-nyu3t01_task-prf_run-1.mat	134
125.8	0.5	0.35	8	VERTICAL-L-R-6	sub-som682_ses-nyu3t01_task-prf_run-1.mat	135
126.65	0.5	0.35	7	VERTICAL-L-R-5	sub-som682_ses-nyu3t01_task-prf_run-1.mat	136
127.5	0.5	0.35	6	VERTICAL-L-R-4	sub-som682_ses-nyu3t01_task-prf_run-1.mat	137
128.35	0.5	0.35	5	VERTICAL-L-R-3	sub-som682_ses-nyu3t01_task-prf_run-1.mat	138
129.2	0.5	0.35	4	VERTICAL-L-R-2	sub-som682_ses-nyu3t01_task-prf_run-1.mat	139
130.05	0.5	0.35	3	VERTICAL-L-R-1	sub-som682_ses-nyu3t01_task-prf_run-1.mat	140
130.9	0.5	0.35	83	DIAGONAL-LU-RD-1	sub-som682_ses-nyu3t01_task-prf_run-1.mat	141
131.75	0.5	0.35	84	DIAGONAL-LU-RD-2	sub-som682_ses-nyu3t01_task-prf_run-1.mat	142
132.6	0.5	0.35	85	DIAGONAL-LU-RD-3	sub-som682_ses-nyu3t01_task-prf_run-1.mat	143
133.45	0.5	0.35	86	DIAGONAL-LU-RD-4	sub-som682_ses-nyu3t01_task-prf_run-1.mat	144
134.3	0.5	0.35	87	DIAGONAL-LU-RD-5	sub-som682_ses-nyu3t01_task-prf_run-1.mat	145
135.15	0.5	0.35	88	DIAGONAL-LU-RD-6	sub-som682_ses-nyu3t01_task-prf_run-1.mat	146
136	0.5	0.35	89	DIAGONAL-LU-RD-7	sub-som682_ses-nyu3t01_task-prf_run-1.mat	147
136.85	0.5	0.35	90	DIAGONAL-LU-RD-8	sub-som682_ses-nyu3t01_task-prf_run-1.mat	148
137.7	0.5	0.35	91	DIAGONAL-LU-RD-9	sub-som682_ses-nyu3t01_task-prf_run-1.mat	149
138.55	0.5	0.35	92	DIAGONAL-LU-RD-10	sub-som682_ses-nyu3t01_task-prf_run-1.mat	150
139.4	0.5	0.35	93	DIAGONAL-LU-RD-11	sub-som682_ses-nyu3t01_task-prf_run-1.mat	151
140.25	0.5	0.35	94	DIAGONAL-LU-RD-12	sub-som682_ses-nyu3t01_task-prf_run-1.mat	152
141.1	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	153
141.95	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	154
142.8	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	155
143.65	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	156
144.5	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	157
145.35	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	158
146.2	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	159
147.05	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	160
147.9	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	161
148.75	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	162
149.6	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	163
150.45	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	164
151.3	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	165
152.15	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	166
153	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	167
153.85	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	168
154.7	0.5	0.35	58	HORIZONTAL-U-D-28	sub-som682_ses-nyu3t01_task-prf_run-1.mat	169
155.55	0.5	0.35	57	HORIZONTAL-U-D-27	sub-som682_ses-nyu3t01_task-prf_run-1.mat	170
156.4	0.5	0.35	56	HORIZONTAL-U-D-26	sub-som682_ses-nyu3t01_task-prf_run-1.mat	171
157.25	0.5	0.35	55	HORIZONTAL-U-D-25	sub-som682_ses-nyu3t01_task-prf_run-1.mat	172
158.1	0.5	0.35	54	HORIZONTAL-U-D-24	sub-som682_ses-nyu3t01_task-prf_run-1.mat	173
158.95	0.5	0.35	53	HORIZONTAL-U-D-23	sub-som682_ses-nyu3t01_task-prf_run-1.mat	174
159.8	0.5	0.35	52	HORIZONTAL-U-D-22	sub-som682_ses-nyu3t01_task-prf_run-1.mat	175
160.65	0.5	0.35	51	HORIZONTAL-U-D-21	sub-som682_ses-nyu3t01_task-prf_run-1.mat	176
161.5	0.5	0.35	50	HORIZONTAL-U-D-20	sub-som682_ses-nyu3t01_task-prf_run-1.mat	177
162.35	0.5	0.35	49	HORIZONTAL-U-D-19	sub-som682_ses-nyu3t01_task-prf_run-1.mat	178
163.2	0.5	0.35	48	HORIZONTAL-U-D-18	sub-som682_ses-nyu3t01_task-prf_run-1.mat	179
164.05	0.5	0.35	47	HORIZONTAL-U-D-17	sub-som682_ses-nyu3t01_task-prf_run-1.mat	180
164.9	0.5	0.35	46	HORIZONTAL-U-D-16	sub-som682_ses-nyu3t01_task-prf_run-1.mat	181
165.75	0.5	0.35	45	HORIZONTAL-U-D-15	sub-som682_ses-nyu3t01_task-prf_run-1.mat	182
166.6	0.5	0.35	44	HORIZONTAL-U-D-14	sub-som682_ses-nyu3t01_task-prf_run-1.mat	183
167.45	0.5	0.35	43	HORIZONTAL-U-D-13	sub-som682_ses-nyu3t01_task-prf_run-1.mat	184
168.3	0.5	0.35	42	HORIZONTAL-U-D-12	sub-som682_ses-nyu3t01_task-prf_run-1.mat	185
169.15	0.5	0.35	41	HORIZONTAL-U-D-11	sub-som682_ses-nyu3t01_task-prf_run-1.mat	186
170	0.5	0.35	40	HORIZONTAL-U-D-10	sub-som682_ses-nyu3t01_task-prf_run-1.mat	187
170.85	0.5	0.35	39	HORIZONTAL-U-D-9	sub-som682_ses-nyu3t01_task-prf_run-1.mat	188
171.7	0.5	0.35	38	HORIZONTAL-U-D-8	sub-som682_ses-nyu3t01_task-prf_run-1.mat	189
172.55	0.5	0.35	37	HORIZONTAL-U-D-7	sub-som682_ses-nyu3t01_task-prf_run-1.mat	190
173.4	0.5	0.35	36	HORIZONTAL-U-D-6	sub-som682_ses-nyu3t01_task-prf_run-1.mat	191
174.25	0.5	0.35	35	HORIZONTAL-U-D-5	sub-som682_ses-nyu3t01_task-prf_run-1.mat	192
175.1	0.5	0.35	34	HORIZONTAL-U-D-4	sub-som682_ses-nyu3t01_task-prf_run-1.mat	193
175.95	0.5	0.35	33	HORIZONTAL-U-D-3	sub-som682_ses-nyu3t01_task-prf_run-1.mat	194
176.8	0.5	0.35	32	HORIZONTAL-U-D-2	sub-som682_ses-nyu3t01_task-prf_run-1.mat	195
177.65	0.5	0.35	31	HORIZONTAL-U-D-1	sub-som682_ses-nyu3t01_task-prf_run-1.mat	196
178.5	0.5	0.35	95	DIAGONAL-RU-LD-1	sub-som682_ses-nyu3t01_task-prf_run-1.mat	197
179.35	0.5	0.35	96	DIAGONAL-RU-LD-2	sub-som682_ses-nyu3t01_task-prf_run-1.mat	198
180.2	0.5	0.35	97	DIAGONAL-RU-LD-3	sub-som682_ses-nyu3t01_task-prf_run-1.mat	199
181.05	0.5	0.35	98	DIAGONAL-RU-LD-4	sub-som682_ses-nyu3t01_task-prf_run-1.mat	200
181.9	0.5	0.35	99	DIAGONAL-RU-LD-5	sub-som682_ses-nyu3t01_task-prf_run-1.mat	201
182.75	0.5	0.35	100	DIAGONAL-RU-LD-6	sub-som682_ses-nyu3t01_task-prf_run-1.mat	202
183.6	0.5	0.35	101	DIAGONAL-RU-LD-7	sub-som682_ses-nyu3t01_task-prf_run-1.mat	203
184.45	0.5	0.35	102	DIAGONAL-RU-LD-8	sub-som682_ses-nyu3t01_task-prf_run-1.mat	204
185.3	0.5	0.35	103	DIAGONAL-RU-LD-9	sub-som682_ses-nyu3t01_task-prf_run-1.mat	205
186.15	0.5	0.35	104	DIAGONAL-RU-LD-10	sub-som682_ses-nyu3t01_task-prf_run-1.mat	206
187	0.5	0.35	105	DIAGONAL-RU-LD-11	sub-som682_ses-nyu3t01_task-prf_run-1.mat	207
187.85	0.5	0.35	106	DIAGONAL-RU-LD-12	sub-som682_ses-nyu3t01_task-prf_run-1.mat	208
188.7	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	209
189.55	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	210
190.4	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	211
191.25	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	212
192.1	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	213
192.95	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	214
193.8	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	215
194.65	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	216
195.5	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	217
196.35	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	218
197.2	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	219
198.05	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	220
198.9	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	221
199.75	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	222
200.6	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	223
201.45	0.5	0.35	255	BLANK	sub-som682_ses-nyu3t01_task-prf_run-1.mat	224
