name	type	units	sampling_frequency	tracked_point	component
lUa_POS_x	POS	m	199.900398406375	lUa	x
lUa_POS_y	POS	m	199.900398406375	lUa	y
lUa_POS_z	POS	m	199.900398406375	lUa	z
lElbl_POS_x	POS	m	199.900398406375	lElbl	x
lElbl_POS_y	POS	m	199.900398406375	lElbl	y
lElbl_POS_z	POS	m	199.900398406375	lElbl	z
lFrm_POS_x	POS	m	199.900398406375	lFrm	x
lFrm_POS_y	POS	m	199.900398406375	lFrm	y
lFrm_POS_z	POS	m	199.900398406375	lFrm	z
lWrr_POS_x	POS	m	199.900398406375	lWrr	x
lWrr_POS_y	POS	m	199.900398406375	lWrr	y
lWrr_POS_z	POS	m	199.900398406375	lWrr	z
lWru_POS_x	POS	m	199.900398406375	lWru	x
lWru_POS_y	POS	m	199.900398406375	lWru	y
lWru_POS_z	POS	m	199.900398406375	lWru	z
lHand_POS_x	POS	m	199.900398406375	lHand	x
lHand_POS_y	POS	m	199.900398406375	lHand	y
lHand_POS_z	POS	m	199.900398406375	lHand	z
rSho_POS_x	POS	m	199.900398406375	rSho	x
rSho_POS_y	POS	m	199.900398406375	rSho	y
rSho_POS_z	POS	m	199.900398406375	rSho	z
rUa_POS_x	POS	m	199.900398406375	rUa	x
rUa_POS_y	POS	m	199.900398406375	rUa	y
rUa_POS_z	POS	m	199.900398406375	rUa	z
rElbl_POS_x	POS	m	199.900398406375	rElbl	x
rElbl_POS_y	POS	m	199.900398406375	rElbl	y
rElbl_POS_z	POS	m	199.900398406375	rElbl	z
rFrm_POS_x	POS	m	199.900398406375	rFrm	x
rFrm_POS_y	POS	m	199.900398406375	rFrm	y
rFrm_POS_z	POS	m	199.900398406375	rFrm	z
rWrr_POS_x	POS	m	199.900398406375	rWrr	x
rWrr_POS_y	POS	m	199.900398406375	rWrr	y
rWrr_POS_z	POS	m	199.900398406375	rWrr	z
rWru_POS_x	POS	m	199.900398406375	rWru	x
rWru_POS_y	POS	m	199.900398406375	rWru	y
rWru_POS_z	POS	m	199.900398406375	rWru	z
rHand_POS_x	POS	m	199.900398406375	rHand	x
rHand_POS_y	POS	m	199.900398406375	rHand	y
rHand_POS_z	POS	m	199.900398406375	rHand	z
lfHd_POS_x	POS	m	199.900398406375	lfHd	x
lfHd_POS_y	POS	m	199.900398406375	lfHd	y
lfHd_POS_z	POS	m	199.900398406375	lfHd	z
rfHd_POS_x	POS	m	199.900398406375	rfHd	x
rfHd_POS_y	POS	m	199.900398406375	rfHd	y
rfHd_POS_z	POS	m	199.900398406375	rfHd	z
lbHd_POS_x	POS	m	199.900398406375	lbHd	x
lbHd_POS_y	POS	m	199.900398406375	lbHd	y
lbHd_POS_z	POS	m	199.900398406375	lbHd	z
rbHd_POS_x	POS	m	199.900398406375	rbHd	x
rbHd_POS_y	POS	m	199.900398406375	rbHd	y
rbHd_POS_z	POS	m	199.900398406375	rbHd	z
start1_POS_x	POS	m	199.900398406375	start1	x
start1_POS_y	POS	m	199.900398406375	start1	y
start1_POS_z	POS	m	199.900398406375	start1	z
start2_POS_x	POS	m	199.900398406375	start2	x
start2_POS_y	POS	m	199.900398406375	start2	y
start2_POS_z	POS	m	199.900398406375	start2	z
end1_POS_x	POS	m	199.900398406375	end1	x
end1_POS_y	POS	m	199.900398406375	end1	y
end1_POS_z	POS	m	199.900398406375	end1	z
end2_POS_x	POS	m	199.900398406375	end2	x
end2_POS_y	POS	m	199.900398406375	end2	y
end2_POS_z	POS	m	199.900398406375	end2	z
