name	type	units	sampling_frequency	tracked_point	component
rightShank_ACC_y	ACC	m/s^2	199.890350877193	rightShank	y
rightShank_ACC_z	ACC	m/s^2	199.890350877193	rightShank	z
rightFoot_ACC_x	ACC	m/s^2	199.890350877193	rightFoot	x
rightFoot_ACC_y	ACC	m/s^2	199.890350877193	rightFoot	y
rightFoot_ACC_z	ACC	m/s^2	199.890350877193	rightFoot	z
leftAnkle_ACC_x	ACC	m/s^2	199.890350877193	leftAnkle	x
leftAnkle_ACC_y	ACC	m/s^2	199.890350877193	leftAnkle	y
leftAnkle_ACC_z	ACC	m/s^2	199.890350877193	leftAnkle	z
rightAnkle_ACC_x	ACC	m/s^2	199.890350877193	rightAnkle	x
rightAnkle_ACC_y	ACC	m/s^2	199.890350877193	rightAnkle	y
rightAnkle_ACC_z	ACC	m/s^2	199.890350877193	rightAnkle	z
pocket_ACC_x	ACC	m/s^2	199.890350877193	pocket	x
pocket_ACC_y	ACC	m/s^2	199.890350877193	pocket	y
pocket_ACC_z	ACC	m/s^2	199.890350877193	pocket	z
head_ANGVEL_x	ANGVEL	rad/s	199.890350877193	head	x
head_ANGVEL_y	ANGVEL	rad/s	199.890350877193	head	y
head_ANGVEL_z	ANGVEL	rad/s	199.890350877193	head	z
sternum_ANGVEL_x	ANGVEL	rad/s	199.890350877193	sternum	x
sternum_ANGVEL_y	ANGVEL	rad/s	199.890350877193	sternum	y
sternum_ANGVEL_z	ANGVEL	rad/s	199.890350877193	sternum	z
leftUpperArm_ANGVEL_x	ANGVEL	rad/s	199.890350877193	leftUpperArm	x
leftUpperArm_ANGVEL_y	ANGVEL	rad/s	199.890350877193	leftUpperArm	y
leftUpperArm_ANGVEL_z	ANGVEL	rad/s	199.890350877193	leftUpperArm	z
leftForeArm_ANGVEL_x	ANGVEL	rad/s	199.890350877193	leftForeArm	x
leftForeArm_ANGVEL_y	ANGVEL	rad/s	199.890350877193	leftForeArm	y
leftForeArm_ANGVEL_z	ANGVEL	rad/s	199.890350877193	leftForeArm	z
rightUpperArm_ANGVEL_x	ANGVEL	rad/s	199.890350877193	rightUpperArm	x
rightUpperArm_ANGVEL_y	ANGVEL	rad/s	199.890350877193	rightUpperArm	y
rightUpperArm_ANGVEL_z	ANGVEL	rad/s	199.890350877193	rightUpperArm	z
rightForeArm_ANGVEL_x	ANGVEL	rad/s	199.890350877193	rightForeArm	x
rightForeArm_ANGVEL_y	ANGVEL	rad/s	199.890350877193	rightForeArm	y
rightForeArm_ANGVEL_z	ANGVEL	rad/s	199.890350877193	rightForeArm	z
pelvis_ANGVEL_x	ANGVEL	rad/s	199.890350877193	pelvis	x
pelvis_ANGVEL_y	ANGVEL	rad/s	199.890350877193	pelvis	y
pelvis_ANGVEL_z	ANGVEL	rad/s	199.890350877193	pelvis	z
leftThigh_ANGVEL_x	ANGVEL	rad/s	199.890350877193	leftThigh	x
leftThigh_ANGVEL_y	ANGVEL	rad/s	199.890350877193	leftThigh	y
leftThigh_ANGVEL_z	ANGVEL	rad/s	199.890350877193	leftThigh	z
leftShank_ANGVEL_x	ANGVEL	rad/s	199.890350877193	leftShank	x
leftShank_ANGVEL_y	ANGVEL	rad/s	199.890350877193	leftShank	y
leftShank_ANGVEL_z	ANGVEL	rad/s	199.890350877193	leftShank	z
leftFoot_ANGVEL_x	ANGVEL	rad/s	199.890350877193	leftFoot	x
leftFoot_ANGVEL_y	ANGVEL	rad/s	199.890350877193	leftFoot	y
leftFoot_ANGVEL_z	ANGVEL	rad/s	199.890350877193	leftFoot	z
rightThigh_ANGVEL_x	ANGVEL	rad/s	199.890350877193	rightThigh	x
rightThigh_ANGVEL_y	ANGVEL	rad/s	199.890350877193	rightThigh	y
rightThigh_ANGVEL_z	ANGVEL	rad/s	199.890350877193	rightThigh	z
rightShank_ANGVEL_x	ANGVEL	rad/s	199.890350877193	rightShank	x
rightShank_ANGVEL_y	ANGVEL	rad/s	199.890350877193	rightShank	y
rightShank_ANGVEL_z	ANGVEL	rad/s	199.890350877193	rightShank	z
rightFoot_ANGVEL_x	ANGVEL	rad/s	199.890350877193	rightFoot	x
rightFoot_ANGVEL_y	ANGVEL	rad/s	199.890350877193	rightFoot	y
rightFoot_ANGVEL_z	ANGVEL	rad/s	199.890350877193	rightFoot	z
leftAnkle_ANGVEL_x	ANGVEL	rad/s	199.890350877193	leftAnkle	x
leftAnkle_ANGVEL_y	ANGVEL	rad/s	199.890350877193	leftAnkle	y
leftAnkle_ANGVEL_z	ANGVEL	rad/s	199.890350877193	leftAnkle	z
rightAnkle_ANGVEL_x	ANGVEL	rad/s	199.890350877193	rightAnkle	x
rightAnkle_ANGVEL_y	ANGVEL	rad/s	199.890350877193	rightAnkle	y
rightAnkle_ANGVEL_z	ANGVEL	rad/s	199.890350877193	rightAnkle	z
pocket_ANGVEL_x	ANGVEL	rad/s	199.890350877193	pocket	x
pocket_ANGVEL_y	ANGVEL	rad/s	199.890350877193	pocket	y
pocket_ANGVEL_z	ANGVEL	rad/s	199.890350877193	pocket	z
head_MAGN_x	MAGN	T	199.890350877193	head	x
head_MAGN_y	MAGN	T	199.890350877193	head	y
head_MAGN_z	MAGN	T	199.890350877193	head	z
sternum_MAGN_x	MAGN	T	199.890350877193	sternum	x
sternum_MAGN_y	MAGN	T	199.890350877193	sternum	y
sternum_MAGN_z	MAGN	T	199.890350877193	sternum	z
leftUpperArm_MAGN_x	MAGN	T	199.890350877193	leftUpperArm	x
leftUpperArm_MAGN_y	MAGN	T	199.890350877193	leftUpperArm	y
leftUpperArm_MAGN_z	MAGN	T	199.890350877193	leftUpperArm	z
leftForeArm_MAGN_x	MAGN	T	199.890350877193	leftForeArm	x
leftForeArm_MAGN_y	MAGN	T	199.890350877193	leftForeArm	y
leftForeArm_MAGN_z	MAGN	T	199.890350877193	leftForeArm	z
rightUpperArm_MAGN_x	MAGN	T	199.890350877193	rightUpperArm	x
rightUpperArm_MAGN_y	MAGN	T	199.890350877193	rightUpperArm	y
rightUpperArm_MAGN_z	MAGN	T	199.890350877193	rightUpperArm	z
rightForeArm_MAGN_x	MAGN	T	199.890350877193	rightForeArm	x
rightForeArm_MAGN_y	MAGN	T	199.890350877193	rightForeArm	y
rightForeArm_MAGN_z	MAGN	T	199.890350877193	rightForeArm	z
pelvis_MAGN_x	MAGN	T	199.890350877193	pelvis	x
pelvis_MAGN_y	MAGN	T	199.890350877193	pelvis	y
pelvis_MAGN_z	MAGN	T	199.890350877193	pelvis	z
leftThigh_MAGN_x	MAGN	T	199.890350877193	leftThigh	x
leftThigh_MAGN_y	MAGN	T	199.890350877193	leftThigh	y
leftThigh_MAGN_z	MAGN	T	199.890350877193	leftThigh	z
leftShank_MAGN_x	MAGN	T	199.890350877193	leftShank	x
leftShank_MAGN_y	MAGN	T	199.890350877193	leftShank	y
leftShank_MAGN_z	MAGN	T	199.890350877193	leftShank	z
leftFoot_MAGN_x	MAGN	T	199.890350877193	leftFoot	x
leftFoot_MAGN_y	MAGN	T	199.890350877193	leftFoot	y
leftFoot_MAGN_z	MAGN	T	199.890350877193	leftFoot	z
rightThigh_MAGN_x	MAGN	T	199.890350877193	rightThigh	x
rightThigh_MAGN_y	MAGN	T	199.890350877193	rightThigh	y
rightThigh_MAGN_z	MAGN	T	199.890350877193	rightThigh	z
rightShank_MAGN_x	MAGN	T	199.890350877193	rightShank	x
rightShank_MAGN_y	MAGN	T	199.890350877193	rightShank	y
rightShank_MAGN_z	MAGN	T	199.890350877193	rightShank	z
rightFoot_MAGN_x	MAGN	T	199.890350877193	rightFoot	x
rightFoot_MAGN_y	MAGN	T	199.890350877193	rightFoot	y
rightFoot_MAGN_z	MAGN	T	199.890350877193	rightFoot	z
leftAnkle_MAGN_x	MAGN	T	199.890350877193	leftAnkle	x
leftAnkle_MAGN_y	MAGN	T	199.890350877193	leftAnkle	y
leftAnkle_MAGN_z	MAGN	T	199.890350877193	leftAnkle	z
rightAnkle_MAGN_x	MAGN	T	199.890350877193	rightAnkle	x
rightAnkle_MAGN_y	MAGN	T	199.890350877193	rightAnkle	y
rightAnkle_MAGN_z	MAGN	T	199.890350877193	rightAnkle	z
pocket_MAGN_x	MAGN	T	199.890350877193	pocket	x
pocket_MAGN_y	MAGN	T	199.890350877193	pocket	y
pocket_MAGN_z	MAGN	T	199.890350877193	pocket	z
