onset	duration	value	HED
45.179688	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
45.762695	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
45.829102	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
45.912109	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
45.978516	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
46.0625	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
46.128906	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
46.677734	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
46.744141	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
46.828125	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
46.911133	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
46.977539	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
47.060547	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
47.626953	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
47.693359	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
47.759766	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
47.827148	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
47.893555	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
47.959961	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
48.425781	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
48.508789	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
48.592773	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
48.675781	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
48.758789	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
48.841797	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
49.424805	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
49.507813	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
49.591797	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
49.674805	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
49.757813	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
49.84082	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
50.44043	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
50.506836	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
50.573242	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
50.640625	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
50.707031	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
50.773438	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
51.239258	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
51.306641	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
51.373047	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
51.439453	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
51.505859	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
51.572266	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
52.039063	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
52.088867	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
52.138672	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
52.188477	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
52.238281	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
52.304688	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
52.654297	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
52.738281	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
52.821289	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
52.904297	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
52.987305	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
53.071289	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
53.65332	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
53.720703	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
53.787109	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
53.853516	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
53.919922	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
53.986328	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
54.453125	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
54.536133	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
54.619141	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
54.702148	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
54.786133	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
54.869141	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
55.452148	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
55.518555	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
55.584961	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
55.651367	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
55.717773	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
55.78418	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
56.250977	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
56.317383	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
56.383789	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
56.450195	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
56.517578	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
56.583984	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
57.049805	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
57.116211	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
57.183594	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
57.25	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
57.316406	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
57.382813	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
57.899414	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
57.949219	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
57.999023	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
58.048828	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
58.098633	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
58.148438	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
58.498047	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
58.56543	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
58.631836	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
58.698242	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
58.764648	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
58.831055	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
59.297852	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
59.364258	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
59.430664	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
59.49707	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
59.563477	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
59.630859	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
60.09668	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
60.179688	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
60.262695	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
60.330078	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
60.413086	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
60.479492	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
61.029297	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
61.095703	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
61.162109	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
61.228516	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
61.294922	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
61.362305	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
61.828125	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
61.911133	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
61.994141	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
62.078125	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
62.161133	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
62.244141	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
62.827148	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
62.893555	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
62.959961	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
63.026367	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
63.09375	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
63.160156	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
63.625977	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
63.692383	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
63.759766	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
63.826172	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
63.892578	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
63.958984	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
64.424805	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
64.508789	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
64.591797	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
64.674805	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
64.757813	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
64.841797	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
65.423828	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
65.491211	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
65.557617	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
65.624023	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
65.69043	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
65.756836	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
66.223633	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
66.306641	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
