response_time	button_press	stim_file
0.987	3	meg/f133.bmp
0.901	3	meg/f122.bmp
1.242	3	meg/f130.bmp
1.633	3	meg/u031.bmp
1.624	3	meg/f146.bmp
0.782	3	meg/f038.bmp
1.289	3	meg/f080.bmp
0.797	1	meg/f073.bmp
1.119	1	meg/u049.bmp
0.819	1	meg/f089.bmp
0.988	1	meg/f141.bmp
1.837	1	meg/u006.bmp
3.947	1	meg/u059.bmp
1.421	1	meg/u097.bmp
2.332	2	meg/f010.bmp
0.997	3	meg/f069.bmp
1.198	2	meg/f149.bmp
1.135	1	meg/u080.bmp
0.875	1	meg/u047.bmp
0.865	1	meg/u147.bmp
1.24	3	meg/f025.bmp
1.175	2	meg/f031.bmp
1.68	1	meg/u011.bmp
1.261	1	meg/u067.bmp
1.139	2	meg/f104.bmp
0.798	3	meg/f013.bmp
0.783	3	meg/f082.bmp
1.17	3	meg/f113.bmp
1.02	3	meg/f032.bmp
1.028	1	meg/f054.bmp
1.124	2	meg/f030.bmp
1.064	2	meg/f011.bmp
0.941	2	meg/u032.bmp
1.064	2	meg/u039.bmp
1.047	1	meg/f112.bmp
0.998	1	meg/u007.bmp
1.687	3	meg/u027.bmp
1.155	1	meg/u016.bmp
2.149	3	meg/u108.bmp
0.902	1	meg/u005.bmp
0.988	2	meg/f138.bmp
0.949	1	meg/u140.bmp
0.944	2	meg/f144.bmp
0.844	1	meg/f127.bmp
0.619	1	meg/u074.bmp
1.468	1	meg/f126.bmp
1.234	1	meg/u149.bmp
0.865	1	meg/u082.bmp
0.744	1	meg/u012.bmp
0.692	1	meg/u141.bmp
0.77	1	meg/f087.bmp
0.941	1	meg/u022.bmp
0.983	3	meg/f004.bmp
0.969	2	meg/f111.bmp
1.075	3	meg/f015.bmp
1.001	1	meg/u112.bmp
2.338	1	meg/u040.bmp
1.107	3	meg/f042.bmp
0.935	2	meg/u041.bmp
0.867	1	meg/u044.bmp
2.466	2	meg/f128.bmp
1.069	1	meg/f143.bmp
0.964	1	meg/f008.bmp
1.31	1	meg/f123.bmp
0.946	3	meg/u045.bmp
2.918	2	meg/f036.bmp
2.822	2	meg/f048.bmp
1.947	1	meg/u098.bmp
1.156	3	meg/f035.bmp
2.613	1	meg/f125.bmp
1.434	1	meg/f114.bmp
1.593	1	meg/u037.bmp
6.001	1	meg/f118.bmp
2.151	2	meg/u094.bmp
0.768	2	meg/u125.bmp
1.283	2	meg/u028.bmp
1.376	2	meg/f002.bmp
1.122	1	meg/u119.bmp
0.677	1	meg/u068.bmp
1.908	2	meg/u111.bmp
1.023	3	meg/f007.bmp
0.87	3	meg/f033.bmp
0.989	2	meg/u105.bmp
1.694	1	meg/f068.bmp
1.13	1	meg/f028.bmp
0.997	3	meg/f022.bmp
0.958	2	meg/u052.bmp
0.896	1	meg/f077.bmp
1.142	1	meg/u035.bmp
1.033	1	meg/u087.bmp
1.041	1	meg/u083.bmp
1.168	1	meg/f058.bmp
1.146	3	meg/f072.bmp
0.989	3	meg/f020.bmp
2.166	1	meg/u145.bmp
3.487	1	meg/f060.bmp
0.959	1	meg/u066.bmp
0.914	3	meg/f012.bmp
1.134	2	meg/u095.bmp
1.002	1	meg/u026.bmp
1.515	1	meg/u064.bmp
1.047	1	meg/f083.bmp
1.054	1	meg/f063.bmp
2.932	1	meg/u009.bmp
0.939	2	meg/f124.bmp
1.023	3	meg/f034.bmp
1.015	1	meg/u117.bmp
1.255	2	meg/f121.bmp
0.997	1	meg/f106.bmp
1.487	1	meg/u018.bmp
2.115	1	meg/u138.bmp
1.542	3	meg/f061.bmp
4.2	3	meg/f064.bmp
1.786	2	meg/f019.bmp
1.45	2	meg/f017.bmp
0.992	1	meg/u077.bmp
0.954	1	meg/u043.bmp
1.108	1	meg/u030.bmp
1.057	1	meg/f093.bmp
2.119	3	meg/f047.bmp
0.977	1	meg/u073.bmp
1.082	3	meg/f070.bmp
0.848	2	meg/f039.bmp
1.072	2	meg/f096.bmp
0.878	1	meg/u072.bmp
1.106	3	meg/f119.bmp
0.766	1	meg/u102.bmp
0.889	2	meg/u122.bmp
0.687	1	meg/u055.bmp
0.653	1	meg/u133.bmp
0.676	3	meg/f086.bmp
1.019	1	meg/u042.bmp
1.595	1	meg/u096.bmp
0.971	2	meg/u088.bmp
1.309	1	meg/u115.bmp
1.225	3	meg/f081.bmp
0.769	3	meg/f053.bmp
0.916	3	meg/f046.bmp
1.041	1	meg/u113.bmp
0.687	3	meg/f003.bmp
0.989	1	meg/u058.bmp
0.67	1	meg/u142.bmp
0.765	1	meg/f094.bmp
0.656	1	meg/u029.bmp
0.624	1	meg/u061.bmp
0.72	1	meg/u003.bmp
1.269	2	meg/u106.bmp
0.827	1	meg/u091.bmp
1.123	3	meg/u092.bmp
0.815	1	meg/u123.bmp
0.752	1	meg/f059.bmp
0.94	1	meg/f134.bmp
1.175	1	meg/u010.bmp
2.025	3	meg/f139.bmp
1.598	2	meg/f027.bmp
0.686	1	meg/u075.bmp
0.684	1	meg/u013.bmp
0.707	1	meg/u020.bmp
0.696	1	meg/u110.bmp
2.686	2	meg/f006.bmp
1.864	3	meg/f057.bmp
0.796	1	meg/u128.bmp
0.822	1	meg/u130.bmp
1.03	1	meg/u014.bmp
0.974	1	meg/u144.bmp
0.88	1	meg/u132.bmp
0.87	1	meg/u078.bmp
1.245	1	meg/u135.bmp
0.843	2	meg/u107.bmp
1.131	2	meg/f055.bmp
0.991	3	meg/f066.bmp
1	3	meg/f001.bmp
1.545	2	meg/f052.bmp
1.155	2	meg/u046.bmp
0.918	2	meg/f005.bmp
2.611	2	meg/u129.bmp
0.816	1	meg/u048.bmp
0.633	1	meg/u131.bmp
0.721	3	meg/f044.bmp
1.589	1	meg/u124.bmp
0.685	1	meg/f140.bmp
1.523	3	meg/f050.bmp
1.054	3	meg/f062.bmp
0.988	1	meg/u054.bmp
2.037	1	meg/f045.bmp
0.995	1	meg/f145.bmp
1.02	1	meg/u034.bmp
0.86	3	meg/f137.bmp
0.779	3	meg/f014.bmp
