index	name	network_label	name_7network	index_17network	name_17network	network_label_17network	atlas_name
207	LH-SNc_PBP_VTA	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
208	LH-RN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
209	LH-SNr	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
210	LH-VeP	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
211	LH-HN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
212	LH-HTH	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
213	LH-MN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
214	LH-STH	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
215	RH-Pu	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
216	RH-Ca	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
217	RH-NAC	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
218	RH-EXA	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
219	RH-GPe	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
220	RH-GPi	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
221	RH-SNc_PBP_VTA	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
222	RH-RN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
223	RH-SNr	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
224	RH-VeP	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
225	RH-HN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
226	RH-HTH	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
227	RH-MN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
228	RH-STH	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
229	LH-Pulvinar	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
230	LH-Anterior	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
231	LH-Medio_Dorsal	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
232	LH-Ventral_Latero_Dorsal	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
233	LH-Central_Lateral-Lateral_Posterior-Medial_Pulvinar	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
234	LH-Ventral_Anterior	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
235	LH-Ventral_Latero_Ventral	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
236	RH-Pulvinar	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
237	RH-Anterior	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
238	RH-Medio_Dorsal	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
239	RH-Ventral_Latero_Dorsal	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
240	RH-Central_Lateral-Lateral_Posterior-Medial_Pulvinar	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
241	RH-Ventral_Anterior	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
242	RH-Ventral_Latero_Ventral	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
243	LH_Hippocampus	n/a	n/a	n/a	n/a	n/a	SubcorticalHCP
244	LH_Amygdala	n/a	n/a	n/a	n/a	n/a	SubcorticalHCP
245	RH_Hippocampus	n/a	n/a	n/a	n/a	n/a	SubcorticalHCP
246	RH_Amygdala	n/a	n/a	n/a	n/a	n/a	SubcorticalHCP
247	Cerebellar_Region1	n/a	n/a	n/a	n/a	n/a	Cerebellum
248	Cerebellar_Region2	n/a	n/a	n/a	n/a	n/a	Cerebellum
249	Cerebellar_Region3	n/a	n/a	n/a	n/a	n/a	Cerebellum
250	Cerebellar_Region4	n/a	n/a	n/a	n/a	n/a	Cerebellum
251	Cerebellar_Region5	n/a	n/a	n/a	n/a	n/a	Cerebellum
252	Cerebellar_Region6	n/a	n/a	n/a	n/a	n/a	Cerebellum
253	Cerebellar_Region7	n/a	n/a	n/a	n/a	n/a	Cerebellum
254	Cerebellar_Region8	n/a	n/a	n/a	n/a	n/a	Cerebellum
255	Cerebellar_Region9	n/a	n/a	n/a	n/a	n/a	Cerebellum
256	Cerebellar_Region10	n/a	n/a	n/a	n/a	n/a	Cerebellum
