onset	duration	event_type	face_type	rep_status	rep_lag	trial	value	stim_file
113.054	n/a	show_face	unfamiliar_face	first_show	n/a	29	13	u141.bmp
113.9721818	n/a	show_circle	n/a	n/a	n/a	29	0	circle.bmp
114.2621818	n/a	left_press	n/a	n/a	n/a	29	256	n/a
115.6721818	n/a	show_cross	n/a	n/a	n/a	30	1	cross.bmp
116.2776364	n/a	show_face	famous_face	first_show	n/a	30	5	f004.bmp
117.2312727	n/a	show_circle	n/a	n/a	n/a	30	0	circle.bmp
117.2412727	n/a	right_press	n/a	n/a	n/a	30	4096	n/a
118.9312727	n/a	show_cross	n/a	n/a	n/a	31	1	cross.bmp
119.5685455	n/a	show_face	famous_face	immediate_repeat	1	31	6	f004.bmp
120.1876364	n/a	right_press	n/a	n/a	n/a	31	4096	n/a
120.5212727	n/a	show_circle	n/a	n/a	n/a	31	0	circle.bmp
122.2212727	n/a	show_cross	n/a	n/a	n/a	32	1	cross.bmp
122.6930909	n/a	show_face	unfamiliar_face	delayed_repeat	9	32	15	u081.bmp
123.704	n/a	show_circle	n/a	n/a	n/a	32	0	circle.bmp
123.7321818	n/a	right_press	n/a	n/a	n/a	32	4096	n/a
125.404	n/a	show_cross	n/a	n/a	n/a	33	1	cross.bmp
125.9003636	n/a	show_face	famous_face	first_show	n/a	33	5	f008.bmp
126.734	n/a	show_circle	n/a	n/a	n/a	33	0	circle.bmp
126.784	n/a	left_press	n/a	n/a	n/a	33	256	n/a
128.434	n/a	show_cross	n/a	n/a	n/a	34	1	cross.bmp
129.074	n/a	show_face	famous_face	immediate_repeat	1	34	6	f008.bmp
129.7358182	n/a	left_press	n/a	n/a	n/a	34	256	n/a
130.0230909	n/a	show_circle	n/a	n/a	n/a	34	0	circle.bmp
131.7230909	n/a	show_cross	n/a	n/a	n/a	35	1	cross.bmp
132.2312727	n/a	show_face	unfamiliar_face	delayed_repeat	10	35	15	u069.bmp
133.1621818	n/a	show_circle	n/a	n/a	n/a	35	0	circle.bmp
133.1958182	n/a	right_press	n/a	n/a	n/a	35	4096	n/a
134.8621818	n/a	show_cross	n/a	n/a	n/a	36	1	cross.bmp
135.4885455	n/a	show_face	scrambled_face	first_show	n/a	36	17	s007.bmp
136.3794545	n/a	left_press	n/a	n/a	n/a	36	256	n/a
136.4549091	n/a	show_circle	n/a	n/a	n/a	36	0	circle.bmp
138.1549091	n/a	show_cross	n/a	n/a	n/a	37	1	cross.bmp
138.6458182	n/a	show_face	unfamiliar_face	delayed_repeat	10	37	15	u018.bmp
139.5203636	n/a	right_press	n/a	n/a	n/a	37	4096	n/a
139.5421818	n/a	show_circle	n/a	n/a	n/a	37	0	circle.bmp
141.2421818	n/a	show_cross	n/a	n/a	n/a	38	1	cross.bmp
141.854	n/a	show_face	unfamiliar_face	first_show	n/a	38	13	u030.bmp
142.5821818	n/a	left_press	n/a	n/a	n/a	38	256	n/a
142.7058182	n/a	show_circle	n/a	n/a	n/a	38	0	circle.bmp
144.4058182	n/a	show_cross	n/a	n/a	n/a	39	1	cross.bmp
144.8776364	n/a	show_face	scrambled_face	delayed_repeat	11	39	19	s033.bmp
145.7776364	n/a	show_circle	n/a	n/a	n/a	39	0	circle.bmp
146.3158182	n/a	right_press	n/a	n/a	n/a	39	4096	n/a
147.4776364	n/a	show_cross	n/a	n/a	n/a	40	1	cross.bmp
148.1012727	n/a	show_face	scrambled_face	first_show	n/a	40	17	s014.bmp
149.1003636	n/a	show_circle	n/a	n/a	n/a	40	0	circle.bmp
149.2330909	n/a	right_press	n/a	n/a	n/a	40	4096	n/a
150.8003636	n/a	show_cross	n/a	n/a	n/a	41	1	cross.bmp
151.3758182	n/a	show_face	scrambled_face	immediate_repeat	1	41	18	s014.bmp
152.2112727	n/a	right_press	n/a	n/a	n/a	41	4096	n/a
152.3594545	n/a	show_circle	n/a	n/a	n/a	41	0	circle.bmp
154.0594545	n/a	show_cross	n/a	n/a	n/a	42	1	cross.bmp
154.5494545	n/a	show_face	unfamiliar_face	delayed_repeat	13	42	15	u141.bmp
155.5149091	n/a	show_circle	n/a	n/a	n/a	42	0	circle.bmp
156.0094545	n/a	left_press	n/a	n/a	n/a	42	256	n/a
157.2149091	n/a	show_cross	n/a	n/a	n/a	43	1	cross.bmp
157.6903636	n/a	show_face	famous_face	first_show	n/a	43	5	f018.bmp
158.6185455	n/a	show_circle	n/a	n/a	n/a	43	0	circle.bmp
159.2130909	n/a	right_press	n/a	n/a	n/a	43	4096	n/a
160.3185455	n/a	show_cross	n/a	n/a	n/a	44	1	cross.bmp
160.9312727	n/a	show_face	famous_face	immediate_repeat	1	44	6	f018.bmp
161.6149091	n/a	left_press	n/a	n/a	n/a	44	256	n/a
161.8467273	n/a	show_circle	n/a	n/a	n/a	44	0	circle.bmp
163.5467273	n/a	show_cross	n/a	n/a	n/a	45	1	cross.bmp
164.1721818	n/a	show_face	unfamiliar_face	first_show	n/a	45	13	u107.bmp
165.1058182	n/a	show_circle	n/a	n/a	n/a	45	0	circle.bmp
165.1494545	n/a	left_press	n/a	n/a	n/a	45	256	n/a
166.8058182	n/a	show_cross	n/a	n/a	n/a	46	1	cross.bmp
167.2458182	n/a	show_face	unfamiliar_face	immediate_repeat	1	46	14	u107.bmp
168.0076364	n/a	left_press	n/a	n/a	n/a	46	256	n/a
168.2058182	n/a	show_circle	n/a	n/a	n/a	46	0	circle.bmp
169.9058182	n/a	show_cross	n/a	n/a	n/a	47	1	cross.bmp
170.5030909	n/a	show_face	famous_face	first_show	n/a	47	5	f066.bmp
171.4485455	n/a	show_circle	n/a	n/a	n/a	47	0	circle.bmp
172.054	n/a	right_press	n/a	n/a	n/a	47	4096	n/a
173.1485455	n/a	show_cross	n/a	n/a	n/a	48	1	cross.bmp
173.794	n/a	show_face	famous_face	immediate_repeat	1	48	6	f066.bmp
174.6749091	n/a	show_circle	n/a	n/a	n/a	48	0	circle.bmp
175.3558182	n/a	right_press	n/a	n/a	n/a	48	4096	n/a
176.3749091	n/a	show_cross	n/a	n/a	n/a	49	1	cross.bmp
176.8676364	n/a	show_face	scrambled_face	delayed_repeat	13	49	19	s007.bmp
177.7949091	n/a	show_circle	n/a	n/a	n/a	49	0	circle.bmp
178.5858182	n/a	left_press	n/a	n/a	n/a	49	256	n/a
179.4949091	n/a	show_cross	n/a	n/a	n/a	50	1	cross.bmp
179.9912727	n/a	show_face	unfamiliar_face	first_show	n/a	50	13	u142.bmp
180.8667273	n/a	show_circle	n/a	n/a	n/a	50	0	circle.bmp
