index	name	network_label	name_7network	index_17network	name_17network	network_label_17network	atlas_name	network_id
183	RH_Default_Par_2	Default	7Networks_RH_Default_Par_2	184.0	17Networks_RH_DefaultA_IPL_1	DefaultA	4S256	n/a
184	RH_Default_Par_3	Default	7Networks_RH_Default_Par_3	173.0	17Networks_RH_ContB_IPL_1	ContB	4S256	n/a
185	RH_Default_Temp_1	Default	7Networks_RH_Default_Temp_1	191.0	17Networks_RH_DefaultB_AntTemp_1	DefaultB	4S256	n/a
186	RH_Default_Temp_2	Default	7Networks_RH_Default_Temp_2	171.0	17Networks_RH_ContB_Temp_1	ContB	4S256	n/a
187	RH_Default_Temp_3	Default	7Networks_RH_Default_Temp_3	197.0	17Networks_RH_TempPar_1	TempPar	4S256	n/a
188	RH_Default_Temp_4	Default	7Networks_RH_Default_Temp_4	190.0	17Networks_RH_DefaultB_Temp_1	DefaultB	4S256	n/a
189	RH_Default_Temp_5	Default	7Networks_RH_Default_Temp_5	198.0	17Networks_RH_TempPar_2	TempPar	4S256	n/a
190	RH_Default_PFCv_1	Default	7Networks_RH_Default_PFCv_1	193.0	17Networks_RH_DefaultB_PFCv_1	DefaultB	4S256	n/a
191	RH_Default_PFCdPFCm_1	Default	7Networks_RH_Default_PFCdPFCm_1	159.0	17Networks_RH_LimbicB_OFC_3	LimbicB	4S256	n/a
192	RH_Default_PFCdPFCm_2	Default	7Networks_RH_Default_PFCdPFCm_2	187.0	17Networks_RH_DefaultA_PFCm_1	DefaultA	4S256	n/a
193	RH_Default_PFCdPFCm_3	Default	7Networks_RH_Default_PFCdPFCm_3	188.0	17Networks_RH_DefaultA_PFCm_2	DefaultA	4S256	n/a
194	RH_Default_PFCdPFCm_4	Default	7Networks_RH_Default_PFCdPFCm_4	189.0	17Networks_RH_DefaultA_PFCm_3	DefaultA	4S256	n/a
195	RH_Default_PFCdPFCm_5	Default	7Networks_RH_Default_PFCdPFCm_5	192.0	17Networks_RH_DefaultB_PFCd_1	DefaultB	4S256	n/a
196	RH_Default_PFCdPFCm_6	Default	7Networks_RH_Default_PFCdPFCm_6	185.0	17Networks_RH_DefaultA_PFCd_1	DefaultA	4S256	n/a
197	RH_Default_PFCdPFCm_7	Default	7Networks_RH_Default_PFCdPFCm_7	180.0	17Networks_RH_ContB_PFCld_3	ContB	4S256	n/a
198	RH_Default_pCunPCC_1	Default	7Networks_RH_Default_pCunPCC_1	195.0	17Networks_RH_DefaultC_Rsp_1	DefaultC	4S256	n/a
199	RH_Default_pCunPCC_2	Default	7Networks_RH_Default_pCunPCC_2	186.0	17Networks_RH_DefaultA_pCunPCC_1	DefaultA	4S256	n/a
200	RH_Default_pCunPCC_3	Default	7Networks_RH_Default_pCunPCC_3	182.0	17Networks_RH_ContC_pCun_2	ContC	4S256	n/a
201	LH-Pu	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
202	LH-Ca	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
203	LH-NAC	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
204	LH-EXA	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
205	LH-GPe	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
206	LH-GPi	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
207	LH-SNc_PBP_VTA	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
208	LH-RN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
209	LH-SNr	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
210	LH-VeP	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
211	LH-HN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
212	LH-HTH	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
213	LH-MN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
214	LH-STH	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
215	RH-Pu	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
216	RH-Ca	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
217	RH-NAC	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
218	RH-EXA	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
219	RH-GPe	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
220	RH-GPi	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
221	RH-SNc_PBP_VTA	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
222	RH-RN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
223	RH-SNr	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
224	RH-VeP	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
225	RH-HN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
226	RH-HTH	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
227	RH-MN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
228	RH-STH	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical	n/a
229	LH-Pulvinar	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
230	LH-Anterior	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
231	LH-Medio_Dorsal	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
232	LH-Ventral_Latero_Dorsal	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
233	LH-Central_Lateral-Lateral_Posterior-Medial_Pulvinar	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
234	LH-Ventral_Anterior	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
235	LH-Ventral_Latero_Ventral	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
236	RH-Pulvinar	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
237	RH-Anterior	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
238	RH-Medio_Dorsal	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
239	RH-Ventral_Latero_Dorsal	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
240	RH-Central_Lateral-Lateral_Posterior-Medial_Pulvinar	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
241	RH-Ventral_Anterior	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
242	RH-Ventral_Latero_Ventral	n/a	n/a	n/a	n/a	n/a	ThalamusHCP	n/a
243	LH_Hippocampus	n/a	n/a	n/a	n/a	n/a	SubcorticalHCP	n/a
244	LH_Amygdala	n/a	n/a	n/a	n/a	n/a	SubcorticalHCP	n/a
245	RH_Hippocampus	n/a	n/a	n/a	n/a	n/a	SubcorticalHCP	n/a
246	RH_Amygdala	n/a	n/a	n/a	n/a	n/a	SubcorticalHCP	n/a
247	Cerebellar_Region1	n/a	n/a	n/a	n/a	n/a	Cerebellum	n/a
248	Cerebellar_Region2	n/a	n/a	n/a	n/a	n/a	Cerebellum	n/a
249	Cerebellar_Region3	n/a	n/a	n/a	n/a	n/a	Cerebellum	n/a
250	Cerebellar_Region4	n/a	n/a	n/a	n/a	n/a	Cerebellum	n/a
251	Cerebellar_Region5	n/a	n/a	n/a	n/a	n/a	Cerebellum	n/a
252	Cerebellar_Region6	n/a	n/a	n/a	n/a	n/a	Cerebellum	n/a
253	Cerebellar_Region7	n/a	n/a	n/a	n/a	n/a	Cerebellum	n/a
254	Cerebellar_Region8	n/a	n/a	n/a	n/a	n/a	Cerebellum	n/a
255	Cerebellar_Region9	n/a	n/a	n/a	n/a	n/a	Cerebellum	n/a
256	Cerebellar_Region10	n/a	n/a	n/a	n/a	n/a	Cerebellum	n/a
