index	name	network_label	name_7network	index_17network	name_17network	network_label_17network	atlas_name
68	RH_DorsAttn_Post_2	DorsAttn	7Networks_RH_DorsAttn_Post_2	68.0	17Networks_RH_DorsAttnB_PostC_1	DorsAttnB	Schaefer100
69	RH_DorsAttn_Post_3	DorsAttn	7Networks_RH_DorsAttn_Post_3	80.0	17Networks_RH_ContA_IPS_1	ContA	Schaefer100
70	RH_DorsAttn_Post_4	DorsAttn	7Networks_RH_DorsAttn_Post_4	67.0	17Networks_RH_DorsAttnA_SPL_1	DorsAttnA	Schaefer100
71	RH_DorsAttn_Post_5	DorsAttn	7Networks_RH_DorsAttn_Post_5	69.0	17Networks_RH_DorsAttnB_PostC_2	DorsAttnB	Schaefer100
72	RH_DorsAttn_PrCv_1	DorsAttn	7Networks_RH_DorsAttn_PrCv_1	82.0	17Networks_RH_ContA_PFCl_2	ContA	Schaefer100
73	RH_DorsAttn_FEF_1	DorsAttn	7Networks_RH_DorsAttn_FEF_1	70.0	17Networks_RH_DorsAttnB_FEF_1	DorsAttnB	Schaefer100
74	RH_SalVentAttn_TempOccPar_1	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_1	100.0	17Networks_RH_TempPar_3	TempPar	Schaefer100
75	RH_SalVentAttn_TempOccPar_2	SalVentAttn	7Networks_RH_SalVentAttn_TempOccPar_2	71.0	17Networks_RH_SalVentAttnA_ParOper_1	SalVentAttnA	Schaefer100
76	RH_SalVentAttn_FrOperIns_1	SalVentAttn	7Networks_RH_SalVentAttn_FrOperIns_1	72.0	17Networks_RH_SalVentAttnA_Ins_1	SalVentAttnA	Schaefer100
77	RH_SalVentAttn_Med_1	SalVentAttn	7Networks_RH_SalVentAttn_Med_1	73.0	17Networks_RH_SalVentAttnA_ParMed_1	SalVentAttnA	Schaefer100
78	RH_SalVentAttn_Med_2	SalVentAttn	7Networks_RH_SalVentAttn_Med_2	74.0	17Networks_RH_SalVentAttnA_FrMed_1	SalVentAttnA	Schaefer100
79	RH_Limbic_OFC_1	Limbic	7Networks_RH_Limbic_OFC_1	78.0	17Networks_RH_LimbicB_OFC_1	LimbicB	Schaefer100
80	RH_Limbic_TempPole_1	Limbic	7Networks_RH_Limbic_TempPole_1	79.0	17Networks_RH_LimbicA_TempPole_1	LimbicA	Schaefer100
81	RH_Cont_Par_1	Cont	7Networks_RH_Cont_Par_1	75.0	17Networks_RH_SalVentAttnB_IPL_1	SalVentAttnB	Schaefer100
82	RH_Cont_Par_2	Cont	7Networks_RH_Cont_Par_2	84.0	17Networks_RH_ContB_IPL_1	ContB	Schaefer100
83	RH_Cont_PFCl_1	Cont	7Networks_RH_Cont_PFCl_1	86.0	17Networks_RH_ContB_PFClv_1	ContB	Schaefer100
84	RH_Cont_PFCl_2	Cont	7Networks_RH_Cont_PFCl_2	81.0	17Networks_RH_ContA_PFCl_1	ContA	Schaefer100
85	RH_Cont_PFCl_3	Cont	7Networks_RH_Cont_PFCl_3	76.0	17Networks_RH_SalVentAttnB_PFCl_1	SalVentAttnB	Schaefer100
86	RH_Cont_PFCl_4	Cont	7Networks_RH_Cont_PFCl_4	85.0	17Networks_RH_ContB_PFCld_1	ContB	Schaefer100
87	RH_Cont_Cing_1	Cont	7Networks_RH_Cont_Cing_1	87.0	17Networks_RH_ContC_Cingp_1	ContC	Schaefer100
88	RH_Cont_PFCmp_1	Cont	7Networks_RH_Cont_PFCmp_1	77.0	17Networks_RH_SalVentAttnB_PFCmp_1	SalVentAttnB	Schaefer100
89	RH_Cont_pCun_1	Cont	7Networks_RH_Cont_pCun_1	88.0	17Networks_RH_ContC_pCun_1	ContC	Schaefer100
90	RH_Default_Par_1	Default	7Networks_RH_Default_Par_1	89.0	17Networks_RH_DefaultA_IPL_1	DefaultA	Schaefer100
91	RH_Default_Temp_1	Default	7Networks_RH_Default_Temp_1	83.0	17Networks_RH_ContB_Temp_1	ContB	Schaefer100
92	RH_Default_Temp_2	Default	7Networks_RH_Default_Temp_2	98.0	17Networks_RH_TempPar_1	TempPar	Schaefer100
93	RH_Default_Temp_3	Default	7Networks_RH_Default_Temp_3	99.0	17Networks_RH_TempPar_2	TempPar	Schaefer100
94	RH_Default_PFCv_1	Default	7Networks_RH_Default_PFCv_1	94.0	17Networks_RH_DefaultB_PFCv_1	DefaultB	Schaefer100
95	RH_Default_PFCv_2	Default	7Networks_RH_Default_PFCv_2	95.0	17Networks_RH_DefaultB_PFCv_2	DefaultB	Schaefer100
96	RH_Default_PFCdPFCm_1	Default	7Networks_RH_Default_PFCdPFCm_1	92.0	17Networks_RH_DefaultA_PFCm_1	DefaultA	Schaefer100
97	RH_Default_PFCdPFCm_2	Default	7Networks_RH_Default_PFCdPFCm_2	93.0	17Networks_RH_DefaultB_PFCd_1	DefaultB	Schaefer100
98	RH_Default_PFCdPFCm_3	Default	7Networks_RH_Default_PFCdPFCm_3	90.0	17Networks_RH_DefaultA_PFCd_1	DefaultA	Schaefer100
99	RH_Default_pCunPCC_1	Default	7Networks_RH_Default_pCunPCC_1	96.0	17Networks_RH_DefaultC_Rsp_1	DefaultC	Schaefer100
100	RH_Default_pCunPCC_2	Default	7Networks_RH_Default_pCunPCC_2	91.0	17Networks_RH_DefaultA_pCunPCC_1	DefaultA	Schaefer100
101	LH-Pu	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
102	LH-Ca	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
103	LH-NAC	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
104	LH-EXA	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
105	LH-GPe	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
106	LH-GPi	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
107	LH-SNc_PBP_VTA	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
108	LH-RN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
109	LH-SNr	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
110	LH-VeP	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
111	LH-HN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
112	LH-HTH	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
113	LH-MN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
114	LH-STH	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
115	RH-Pu	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
116	RH-Ca	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
117	RH-NAC	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
118	RH-EXA	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
119	RH-GPe	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
120	RH-GPi	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
121	RH-SNc_PBP_VTA	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
122	RH-RN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
123	RH-SNr	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
124	RH-VeP	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
125	RH-HN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
126	RH-HTH	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
127	RH-MN	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
128	RH-STH	n/a	n/a	n/a	n/a	n/a	CIT168Subcortical
129	LH-Pulvinar	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
130	LH-Anterior	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
131	LH-Medio_Dorsal	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
132	LH-Ventral_Latero_Dorsal	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
133	LH-Central_Lateral-Lateral_Posterior-Medial_Pulvinar	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
134	LH-Ventral_Anterior	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
135	LH-Ventral_Latero_Ventral	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
136	RH-Pulvinar	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
137	RH-Anterior	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
138	RH-Medio_Dorsal	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
139	RH-Ventral_Latero_Dorsal	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
140	RH-Central_Lateral-Lateral_Posterior-Medial_Pulvinar	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
141	RH-Ventral_Anterior	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
142	RH-Ventral_Latero_Ventral	n/a	n/a	n/a	n/a	n/a	ThalamusHCP
143	LH_Hippocampus	n/a	n/a	n/a	n/a	n/a	SubcorticalHCP
144	LH_Amygdala	n/a	n/a	n/a	n/a	n/a	SubcorticalHCP
145	RH_Hippocampus	n/a	n/a	n/a	n/a	n/a	SubcorticalHCP
146	RH_Amygdala	n/a	n/a	n/a	n/a	n/a	SubcorticalHCP
147	Cerebellar_Region1	n/a	n/a	n/a	n/a	n/a	Cerebellum
148	Cerebellar_Region2	n/a	n/a	n/a	n/a	n/a	Cerebellum
149	Cerebellar_Region3	n/a	n/a	n/a	n/a	n/a	Cerebellum
150	Cerebellar_Region4	n/a	n/a	n/a	n/a	n/a	Cerebellum
151	Cerebellar_Region5	n/a	n/a	n/a	n/a	n/a	Cerebellum
152	Cerebellar_Region6	n/a	n/a	n/a	n/a	n/a	Cerebellum
153	Cerebellar_Region7	n/a	n/a	n/a	n/a	n/a	Cerebellum
154	Cerebellar_Region8	n/a	n/a	n/a	n/a	n/a	Cerebellum
155	Cerebellar_Region9	n/a	n/a	n/a	n/a	n/a	Cerebellum
156	Cerebellar_Region10	n/a	n/a	n/a	n/a	n/a	Cerebellum
